Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
840137,NO,ESTADO,MINISTERIO DE JUVENTUD E INFANCIA,INSTITUTO DE LA JUVENTUD,13/06/2025,Resolución de la Dirección General del Instituto de la Juventud, por la que se convocan ayudas para la realización de actividades financiadas por la Comisión Europea del Programa «Cuerpo Europeo de Solidaridad», para 2025,
839989,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,13/06/2025,Resolución de 13 de junio de 2025, de la Secretaría de Estado de Derechos Sociales, por la que se convocan subvenciones para la realización de actividades de interés general consideradas de interés social,
839958,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,13/06/2025,Extracto de la Resolución de 11 de junio de 2025 de la Subdirección General de Planificación y Gestión Económica, por la que se convoca el Premio Nacional Victoria Kent 2025 para el fomento de la investigación multidisciplinar en materia penitenciaria.,
839882,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,13/06/2025,Extracto de la Resolución de 11 de junio de 2025 del Subdirector General de Planificación y Gestión Económica, por la que se convoca el Premio Nacional Victoria Kent 2025 para el fomento de la investigación multidisciplinar en materia penitenciaria.,
839815,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,13/06/2025,PMA 2025 - CONTRIBUCIÓN VOLUNTARIA - CLT 1,
839798,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,SECRETARÍA GENERAL DE UNIVERSIDADES,12/06/2025,Resolución de 12 de junio de 2025 de la Secretaría de Estado de Ciencia, Innovación y Universidades por la que se convocan los premios del XXXVI Certamen Jóvenes Investigadores de Introducción a la Investigación científica.,
839594,NO,ESTADO,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,SECRETARÍA DE ESTADO DE MEMORIA DEMOCRÁTICA,12/06/2025,Subvención a la Diputación provincial de Badajoz para la realización de actuaciones de búsqueda, localización, exhumación y, en su caso, identificación de restos de personas víctimas de la guerra de España y la dictadura.,
839582,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE DERECHOS CULTURALES,12/06/2025,ORDEN DEL MINISTERIO DE CULTURA POR LA QUE SE CONVOCA EL PROCEDIMIENTO PARA LA CONCESIÓN DE LAS AYUDAS DEL PROGRAMA BONO CULTURAL JOVEN 2025,
839546,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,12/06/2025,Resolución de 11 de junio de 2025 por la que se convoca el Premio Nacional Victoria Kent 2025 para el fomento de la investigación multidisciplinar en materia penitenciaria.,
839519,NO,ESTADO,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,SECRETARÍA DE ESTADO DE MEMORIA DEMOCRÁTICA,12/06/2025,Subvención a la Diputación provincial de Albacete para la realización de actuaciones de búsqueda, localización, exhumación y, en su caso, identificación de restos de personas víctimas de la guerra de España y la dictadura.,
839513,NO,ESTADO,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,SECRETARÍA DE ESTADO DE MEMORIA DEMOCRÁTICA,12/06/2025,Subvención al Cabildo insular de La Palma para la realización de actuaciones de búsqueda, localización, exhumación y, en su caso, identificación de restos de personas víctimas de la guerra de España y la dictadura.,
839498,NO,ESTADO,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,SECRETARÍA DE ESTADO DE MEMORIA DEMOCRÁTICA,12/06/2025,Subvención a la Diputación provincial de Sevilla para la realización de actuaciones de búsqueda, localización, exhumación y, en su caso, identificación de restos de personas víctimas de la guerra de España y la dictadura.,
