Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
277881,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
277880,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
277877,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
277875,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
277873,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
277830,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277804,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277798,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277708,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277645,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277554,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277551,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277549,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277433,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277431,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277427,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277426,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277415,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277408,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277398,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277397,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277383,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277355,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277354,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277308,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277307,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
277306,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
276603,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
276418,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
276389,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
275149,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,31/12/2014,EDSC del año,
275113,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,FUNDACIÓN DE LOS FERROCARRILES ESPAÑOLES,31/12/2014,EDSC del año,
274811,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
274807,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
274479,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274478,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274477,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274476,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274451,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274450,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274307,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
274306,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
274251,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
274249,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
274248,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
274236,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
274234,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
274233,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
274158,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
274157,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
274144,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274143,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274142,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274141,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274131,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274130,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274129,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
274128,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
273949,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
273948,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
273947,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
273946,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
273915,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
273914,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
273868,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
273865,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
273763,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
273762,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
271626,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
271625,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
271624,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
271623,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
270968,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
270967,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,31/12/2014,EDSC del año,
270855,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),31/12/2014,EDSC del año,
270854,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),31/12/2014,EDSC del año,
270853,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),31/12/2014,EDSC del año,
270852,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),31/12/2014,EDSC del año,
270851,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),31/12/2014,EDSC del año,
270850,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),31/12/2014,EDSC del año,
270849,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),31/12/2014,EDSC del año,
270848,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),31/12/2014,EDSC del año,
270847,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),31/12/2014,EDSC del año,
270845,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),31/12/2014,EDSC del año,
270776,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,31/12/2014,EDSC del año,
270343,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,31/12/2014,EDSC del año,
270331,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,31/12/2014,EDSC del año,
270256,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,31/12/2014,EDSC del año,
270227,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,31/12/2014,EDSC del año,
270139,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),31/12/2014,EDSC del año,
270129,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,31/12/2014,EDSC del año,
270002,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
269942,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,FUNDACIÓN ESTATAL PARA LA PREVENCIÓN DE RIESGOS LABORALES F.S.P.,31/12/2014,EDSC del año,
269888,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
269887,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
269884,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
269859,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
269856,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
269853,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
269851,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
269850,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
269832,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
269831,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
269830,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
268827,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
268186,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
267509,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264433,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264414,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264359,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264306,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264302,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264301,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264299,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264289,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264287,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264286,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264269,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264263,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264234,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264233,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264216,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264215,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264214,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264195,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264184,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264167,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264166,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264165,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264164,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264163,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264162,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264104,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264088,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264086,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264085,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264065,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264064,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264063,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264029,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264028,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264027,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264026,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
264025,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
263979,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,31/12/2014,EDSC del año,
