Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
667277,SI,ESTADO,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,SECRETARÍA DE ESTADO DE TELECOMUNICACIONES E INFRAESTRUCTURAS DIGITALES,28/12/2022,Convocatoria de ayudas para la financiación de infraestructuras de investigación, adquisición de equipamiento científico-técnico y proyectos de I+D en 5G avanzado del Programa Único I+D 6G 2023, en el marco del PRTR-Subprog. Proyectos I+D 5G,
667097,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,28/12/2022,Resolución de la Presidencia del Consejo Superior de Deportes, por la que se concede a la Real Federación Española de fútbol una subvención directa para la preparación y desarrollo de la candidatura para la copa mundial de la FIFA 2030,
667064,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,28/12/2022,SUBVENCIÓN NOMINATIVA AL AYUNTAMIENTO DE TELDE PARA LA FINANCIACIÓN DEL NUEVO PLAN INTEGRAL DE JINÁMAR. ASUNTOS SOCIALES.,
667036,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,28/12/2022,Ayuda directa a Mauritania ,Oficial de enlace Policía, destacado en el CCRC año 2022, en el ámbito de la Cooperación Policial Internacional, al amparo del R.D. 732/2007, de 8 de junio.,
667023,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,28/12/2022,Ayuda directa a MARRUECOS, para la financiación de actividades de lucha contra la inmigración irregular, tráfico de inmigrantes y trata de seres humano en el ámbito de la Cooperación Policial internacional , al amparo del R.D. 732/2007, de 8 de junio,
667014,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,28/12/2022,Subvención a la Fundación ANAR para la ayuda a niños y adolescentes en riesgo.,
667007,SI,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,AGENCIA ESTATAL DE INVESTIGACIÓN,28/12/2022,Orden de 28 de diciembre de 2022 por la que se aprueba la convocatoria del año 2022 de ayudas a proyectos de colaboración público-privada (ayudas para actividades no económicas de organismos de investigación),
666990,SI,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,28/12/2022,Orden ICT/1296/2022, de 22 de diciembre, por la que se establecen las bases reguladoras para la concesión de ayudas a pequeñas y medianas empresas dentro del Programa de Apoyo a los Digital Innovation Hubs (PADIH), en el marco del PRTR,
666977,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SUBSECRETARÍA DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,28/12/2022,SUBVENCIÓN DE CONCESIÓN DIRECTA A LA ASOCIACIÓN DE PADRES DE ALUMNOS DEL CENTRO DE EDUCACIÓN INFANTIL DEL MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA PARA ACTIVIDADES PROPIAS DEL CENTRO. AÑO 2022,
666933,SI,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,SERVICIO PÚBLICO DE EMPLEO ESTATAL,28/12/2022,Real Decreto 979/2022, Subvención concesión directa, convenio entre el SEPE y la Comunidad Autónoma de la Región de Murcia. Nuevos proyectos territoriales para el reequilibrio y la equidad Colectivos especialmente vulnerables. MRR (C23.I4),
666884,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental UNICEF. 2022. SEGUNDO EXPEDIENTE ÚNICO.,
666883,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental OPS. 2022. VENEZUELA. SEGUNDO EXPEDIENTE ÚNICO,
666882,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental OCDE 2022 - Contribución voluntaria 2E,
666881,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental G5 Sahel 2022 Contribución voluntaria,
666880,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental PNUD 2022 Contribución voluntaria Chad y Líbano,
666879,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental 2022 2ª CONTRIBUCIÓN FNUAP,
666878,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental 2022, Palestina y Jordania, UNRWA Contribución Voluntaria,
666877,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Contribución PMA apoyo al Plan de soutien del Dispositivo Nacional de Prevención y Gestión de Crisis,
666876,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental América Latina 2022 Gobernabilidad SEGIB,
666875,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental CO, PE, EC. 2022. DDHH. Protección DDHH personas migrantes venezolanas,
666874,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental 2022 Regional MAyA UpM Empleo,
666873,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental OIT 2022 - Contribución voluntaria,
666872,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Contribución Voluntaria UNICEF 2022,
666871,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Contribución Voluntaria CEDEAO 2022,
666870,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Contribución voluntaria UNION AFRICANA 2022,
666869,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental 2022 CLT OPS Contribución general,
666868,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental 2022-CLT-ONU HABITAT,
666867,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental ONU MUJERES 2022 Contribución voluntaria,
666866,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Contribución voluntaria OEA 2022,
666865,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Contribución voluntaria OISS 2022,
666864,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Contribución voluntaria OEI 2022,
666863,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Contribución voluntaria SEGIB 2022,
666862,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental OMS 2022 - Contribución general,
666861,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental CLAD 2022 Contribución Voluntaria INTERCOONECTA,
666860,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental UNDRR 2022 - Contribución voluntaria,
666859,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental CICR 2022 - Contribución voluntaria,
666858,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental PMA 2022 - Contribución voluntaria,
666857,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental OIM 2022 - Contribución voluntaria,
666856,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Guatemala 2022 EUROCLIMA gestion sostenible recursos hídricos,
666855,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental 2022 Etiopía Género y Cambio Climático EWiC,
666854,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Bolivia 2022 EUROCLIMA Díálogos conservación bofedales y sitios RAMSAR,
666853,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental EUROCLIMA 2022 Bolivia poyo Servicio Climático Agropecuario,
666852,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Nicaragua 2022 Puesta en marcha de la Acción NICACAO. Fondo B3,
666851,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Guatemal, El Salvador 2022 ARAUCLIMA Cambio Climatico paisajes socio-ecológicos,
666850,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental PARAGUAY.2022.SALUD. MINISTERIO DE SALUD PUBLICA Y BIENESTAR SOCIAL DE PARAGUAY.,
666849,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental COLOMBIA 2022 Nuevo marco tarifario de los servicios públicos AyA (COL-038-ALC),
666848,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental 2022 Programa Indígena Ecuador Fortalecimiento de la participación y la formación de mujeres indígen,
666847,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental PERÚ 2022 Programa Nacional de Escuelas Taller de Perú,
666846,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental 2022 Programa Indígena Costa Rica Acceso a la justicia para los pueblos indígenas en Costa Rica,
666845,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Programa Indígena México 2022 Mejora de la traducción e interpretación de lenguas indígenas en la ad,
666844,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Masar Líbano 2022 Agua ACH Líbano Suministro Agua potable Población libanesa y siria,
666843,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Jordania 2022 Masar Agua Water Authority of Jordan,
666842,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Programa Indígena Honduras 2022 Fortalecimiento de la Fiscalía de Etnias. Fase II,
666841,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Colombia. 2022. Salud. Coordinación y asistencia técnica Fortalecimiento sistema salud Colombia,
666840,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Fondo Multidonante AQUAFUND 2022,
666839,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Níger 2022 DeSIRA Innovación Agricultura regadío UAM,
666838,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Perú 2022 Patrimonio La Jalca,
666837,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental URUGUAY.2022.TRABAJO DECENTE Y CRECIMIENTO ECONOMICO.AUCI,
666836,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental EUROCLIMA+ Diálogos 2022 El Salvador NAMA Ganadería bovina,
666835,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental CONTRIBUCIÓN FONDO CARICOM 2022,
666834,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental EUROCLIMA+Diálogos 2022 Colombia, Caribe o Pacífica Soluciones basadas en la naturaleza,
666833,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Colombia. 2022. Salud. Apoyo a fortalecimiento sector salud Colombia y a acceso migrantes a servicio,
666832,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Colombia. 2022. Género. Autonomía económica mujeres en torno a ecosistema oficios y saberes locales,
666831,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Perú 2022 Sistema Nacional de Cuidados,
666830,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental República Dominicana 2022 Programa de Gestión Ambiental y Riesgos en San Francisco Vicentillo,
666829,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Países SICA 2022 ARAUCLIMA Seguridad hídrica,
666828,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental PG AFRO HONDURAS. 2022. GENERO. CONSEJO DE DESARROLLO TERRITORIAL GARÍFUNA,
666827,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2022,Convocatoria Instrumental Masar Túnez Marruecos 2022 Género IPPF Túnez Educacion sexual y reproductiva Juventud,
