Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
483726,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,AGENCIA ESTATAL DE INVESTIGACIÓN,26/11/2019,Resolución de la Presidencia de la Agencia Estatal de Investigación, por la que se aprueba la convocatoria 2019 de ayudas Juan de la Cierva incorporación del Plan Estatal 2017-2020,
483723,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,DIRECCIÓN GENERAL DE ALIMENTACIÓN,26/11/2019,Subvención Nominativa a la Fundación Dieta Mediterranea para promocionar las caracteristicas de la Dieta mediterranea y los productos que la componen,
483699,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE GUADALAJARA,26/11/2019,Plan de Empleo Zonas Rurales Deprimidas.,
483672,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,26/11/2019,ayuda a dos funcionarios de Portugal para asistir a las Jornadas de Comisarias Europeas en Santiago de Compostela, al amparo del R.D. 732/2007 de 8 de junio.,
483665,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,26/11/2019,Resolución de 22 de nov 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria LIGHT&BUILDING - Frankfurt (Alemania) - 27 sept al 2 de oct 2020 y Adenda,
483660,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,26/11/2019,Resolución de 22 de nov de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria LIGHT&BUILDING 2020 - Frankfurt (Alemania) - 27 sept al 2 de oct 2020 y Adenda,
483649,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,26/11/2019,ADENDA2+Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria FRANCHISE EXPO PARIS 2020 - Francia - 4 al 7 de octubre,
483648,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,26/11/2019,ADENDA2+Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria FANYF 2020 - Bogotá (Colombia) - 9 al 10 de septiembre de 2020,
483643,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,26/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria ASIA PACIFIC LEATHER FAIR 2020 - Hong Kong - 31 de marzo- 2 de abril 2020,
483639,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,26/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria BOLOGNA CHILDRENS BOOK FAIR 2020 - Bolonia (Italia) - 30 marzo-2 abril,
483637,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,26/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria OBUV MIR KOZHI 2020 - Moscú (Rusia) - 12 al 15 de mayo 2020 y Adenda,
483576,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria SEMANA DE LA MODA PARÍS 2020 - París (Francia) - 24 de febrero-4 de marzo,
483574,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria PREMIÈRE VISION 2020 - París (Francia) -  11 al 13 de febrero 2020,
483573,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,AGENCIA ESTATAL DE INVESTIGACIÓN,25/11/2019,Resolución de la Presidencia de la Agencia Estatal de Investigación por la que se aprueba la convocatoria 2019 de ayudas Ramón y Cajal del Plan Estatal 2017-2020,
483571,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,ADENDA+Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria CITEXT 2020 - Troyes (Francia) - 23-24 de septiembre de 2020,
483570,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES,25/11/2019,SUBVENCIÓN DE CONCESIÓN DIRECTA A LA FUNDACIÓN CENTRO BUÑUEL CALANDA,
483569,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria WORLD AG EXPO 2020 - Tulare (EE.UU.) - 11 al 13 de febrero 2020,
483567,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria SIGEP 2020 - Rimini (Italia) - 18 al 22 de enero 2020,
483566,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria INTERGASTRA 2020 - Stuttgart (Alemania) - 15 al 19 de febrero 2020,
483565,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria IFAT 2020 - Munich (Alemania) - 7 al 11 de septiembre 2020,
483564,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria EXPOMAQ 2020 - León (México) - 21 al 24 de abril 2020,
483562,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria CCMT 2020 - Shanghai (China) - 7 al 11 de abril 2020,
483561,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria AMBIENTE 2020 - Frankfurt (Alemania) - 7 al 11 de febrero,
483560,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria INTERZUM 2020 - Bogotá (Colombia) - 26 al 29 de mayo 2020,
483539,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria AQUATERM 2020 - Moscú (Rusia) - 11 al 14 de febrero 2020,
483527,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria KBB 2020 - Birmingham (Reino Unido) - 1 al 4 de marzo 2020,
483510,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE DERECHOS CULTURALES,25/11/2019,Subvención directa a la Sociedadde Garantia Recíproca Audiovisual Fianzas SGR.R.D.676/2019, de 22 noviembre DGICC 2019,
483509,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la MISIÓN DIRECTA A OMAN Y EAU 2020 - Dubai y Abu Dhabi - 31 enero - 7 febrero,
483506,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SUBSECRETARÍA DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,25/11/2019,Fomento de la metodología BIM en el ámbito de la contratación pública al Consejo General de Colegios Oficiales de Ingenieros Técnicos Industriales y Peritos Industriales de España. Año 2019.,
483505,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SUBSECRETARÍA DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,25/11/2019,FOMENTO DE LA METODOLOGIA BIM EN EL AMBITO DE LA CONTRATACIÓN PÚBLICA AL CONSEJO GENERAL DE COLEGIOS OFICIALES DE APAREJADORES Y ARQUITECTOS TÉCNICOS. AÑO 2019.,
483504,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SUBSECRETARÍA DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,25/11/2019,FOMENTO DE LA METODOLOGIA BIM EN EL AMBITO DE LA CONTRATACIÓN PÚBLICA AL COLEGIO DE INGENIEROS TÉCNICOS DE OBRAS PÚBLICAS. AÑO 2019.,
483502,NO,ESTADO,MINISTERIO DE SANIDAD,INSTITUTO NACIONAL DE GESTIÓN SANITARIA,25/11/2019,CONVENIO SUBVENCION NOMINATIVA DEL INGESA PARA LA HERMANDAD DE DONANTES DE SANGRE DE MELILLA CON OBJETO DE REALIZAR ACTIVIDADES PROMOCION DE DONACION DE SANGRE DE FORMA ALTRUISTA.,
483501,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/11/2019,Resolución de 22 de noviembre de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la FPA ISE 2020 - Ámsterdam (Países Bajos) - 11 al 14 de febrero 2020,
483499,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SUBSECRETARÍA DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,25/11/2019,FOMENTO DE LA METODOLOGIA BIM EN EL AMBITO DE LA CONTRATACION PUBLICA AL COLEGIO DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS.AÑO 2019,
483496,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE DERECHOS CULTURALES,25/11/2019,Subvención directa al Círculo de Bellas Artes. R.D. 676/2019, de 22 de noviembre DGICC 2019,
483490,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SUBSECRETARÍA DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,25/11/2019,SUBVENCIÓN AL FOMENTO DE LA METODOLOGÍA BIM EN EL ÁMBITO DE LA CONTRATACIÓN PÚBLICA AL CONSEJO GRAL DE COLEGIOS OFICIALES DE INGENIEROS INDUSTRIALES AÑO 2019,
483489,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SUBSECRETARÍA DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,25/11/2019,FOMENTO DE LA METODOLOGIA BIM EN EL AMBITO DE LA CONTRATACION PUBLICA AL CONSEJO SUPERIOR DE COLEGIOS DE ARQUITECTOS DE ESPAÑA. AÑO 2019,
483484,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE DERECHOS CULTURALES,25/11/2019,Subvención directa a la Fundación Real Instituto Elcano. R.D. 676/2019, de 22 de noviembre DGICC 2019,
483435,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,INSTITUTO NACIONAL DE ESTADÍSTICA,25/11/2019,Becas de postgrado en estadísitca,
483377,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,25/11/2019,Ayuda directa a la República de Gambia para financiación gastos combustible y mantenimiento embarcaciones y vehículos contra la inmigración irregular, al amparo del R.D. 732/2007, de 8 de junio, ayudas en el ámbito de la cooperación policial,
483126,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,21/11/2019,Resolución de la Presidencia del Consejo Superior de Deportes, por la que se hace pública la convocatoria de ayudas para «Redes de Investigación en Ciencias del Deporte» para el año 2020,
483051,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,FONDO ESPAÑOL DE GARANTÍA AGRARIA,21/11/2019,Resolución19 nov 2019, del FEGA por la que se convocan subv para realización de  proyectos investig apícola y sus productos,
482804,NO,ESTADO,MINISTERIO DE CULTURA,SUBSECRETARÍA DE CULTURA,20/11/2019,Subvenciones para gastos de funcionamiento de fundaciones y asociaciones vinculadas con partidos políticos con representación en las Cortes Generales que realicen actividades de estudio y desarrollo del pensamiento político y social,
482654,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,19/11/2019,Real Decreto 449/2019, de 19 de julio, por el que se regula la concesión directa de subvenciones en determinados ámbitos de actuación del Ministerio del Interior.,
482648,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,19/11/2019,Real Decreto 449/2019, de 19 de julio, por el que se regula la concesión directa de subvenciones en determinados ámbitos de actuación del Ministerio del Interior.,
482646,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,19/11/2019,Real Decreto 449/2019, de 19 de julio, por el que se regula la concesión directa de subvenciones en determinados ámbitos de actuación del Ministerio del Interior,
482644,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,AGENCIA ESTATAL DE INVESTIGACIÓN,19/11/2019,Resolución de la Presidencia de la Agencia Estatal de Investigación por la que se aprueba la convocatoria 2019 de ayudas a «Centros de Excelencia Severo Ochoa» y a «Unidades de Excelencia María de Maeztu» del Plan Estatal 2017-2020,
482640,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,19/11/2019,Real Decreto 449/2019, de 19 de julio, por el que se regula la concesión directa de subvenciones en determinados ámbitos de actuación del Ministerio del Interior.,
482638,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,19/11/2019,Real Decreto 449/2019, de 19 de julio, por el que se regula la concesión directa de subvenciones en determinados ámbitos de actuación del Ministerio del Interior,
482622,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,19/11/2019,Real Decreto 449/2019, de 19 de julio, por el que se regula la concesión directa de subvenciones en determinados ámbitos de actuación del Ministerio del Interior,
482608,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,SECRETARÍA GENERAL DE INNOVACIÓN,19/11/2019,Orden CNU/1115/2019, de 30 de octubre, por la que se aprueban las bases  reguladoras para la concesión de ayudas públicas en el marco de la Línea deFomento de Innovación desde la Demanda (Línea FID), para la Compra Pública de Innovación.,
482540,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,19/11/2019,Convocatoria de plazas para auxiliares de conversación españoles en el extranjero para el curso académico 2020-2021,
482437,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE CEUTA,18/11/2019,SUBVENCION UNIDADES DE APOYO,
482435,NO,ESTADO,MINISTERIO DE SANIDAD,INSTITUTO NACIONAL DE GESTIÓN SANITARIA,18/11/2019,SUBVENCION NOMINATIVA DEL INGESA PARA LA HERMANDAD DE DONANTES DE SANGRE DE MELILLA CON EL OBJETO DE REALIZAR ACTIVIDADES DE PROMOCION DE LA DONACION DE SANGRE DE FORMA ALTRUISTA EN LA CIUDAD AUTONOMA DE MELILLA,
482395,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,18/11/2019,Ayuda directa a Marruecos, Senegal y Mauritania, al amparo del RD 732/2007, de 8 de junio,
482393,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/11/2019,Convocatoria Instrumental Haití 2019 Género Capacitación trabajadoras Parque Industrial,
482392,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/11/2019,Convocatoria Instrumental 2019 PROGRMA AFRO COLOMBIA RENOVACIÓN DE LIDERAZGOS Y PREVENCIÓN DE VIOLENCIA: PODER PACÍFICO 2020,
482391,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/11/2019,Convocatoria Instrumental 2019 Ecuador Escuela Taller de Manabí y mejora de la sostenibilidad ambiental,
482390,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/11/2019,Convocatoria Instrumental 2019 Paraguay Escuela Taller de San Juan,
482389,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/11/2019,Convocatoria Instrumental Guinea Ecuatorial 2019-2021 salud MINSABS Grandes endemias y enfermedades desatendidas,
482388,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/11/2019,Convocatoria Instrumental PANAMÁ 2019 GOBERNABILIDAD ISAP AIP FORTALECIMIENTO ISAP AYUDA EN ESPECIE,
482387,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/11/2019,Convocatoria Instrumental Panamá 2019 DDesarrollo FAMP Proyecto Piloto EncASa Ngäbe-Buglé,
482386,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/11/2019,Convocatoria Instrumental Jordania 2019 Justicia Ministerio Justicia Jordano Asistencia Legal,
482385,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/11/2019,Convocatoria Instrumental Jordania 2019 Gobernabilidad Al Qantara Juventud Maán,
482384,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/11/2019,Convocatoria Instrumental Jordania 2019  Justicia y empoderamiento legal,
482372,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE SANTA CRUZ DE TENERIFE,18/11/2019,PROGRAMA DE FOMENTO DE EMPLEO AGRARIO,
482135,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,15/11/2019,Resolución de 14 de noviembre de 2019 de ICEX España Exportación e Inversiones E.P.E., M.P. por la que se convoca para 2019 y 2020 la concesión de subvenciones del programa de iniciación y consolidación de la exportación ICEX Next,
482080,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,15/11/2019,Resolución, de 14 de noviembre de 2019, de la Presidencia del Consejo Superior de Deportes, por la que se convocan ayudas a Comunidades Autónomas para actividades en centros de tecnificación deportiva y centros especializados de tecnificación deportiva, r,
482073,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,15/11/2019,Resolución, de 14 de noviembre de 2019, de la Presidencia del Consejo Superior de Deportes, por la que se convocan ayudas complementarias a las Federaciones Deportivas Españolas para actividad en los Centros Especializados de Alto  Rendimiento (CEAR) y CA,
482068,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,15/11/2019,Resolución de la Presidencia del Consejo Superior de Deportes, por la que se convocan ayudas a las Corporaciones Locales en el año 2019 para la ejecución de infraestructuras deportivas y dotación de equipamientos deportivos para campos de futbol.,
482018,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE MELILLA,14/11/2019,Resol. 07  Noviembre del SEPE, por la que se aprueba por proced. T.A. la convoc. de subv. en rég. de conc comp, para la realiz. de acciones de orient. profes. para el empleo y asist. para el autoempleo, a E. C. sin ánimo de lucro para el año 2020 Melilla,
482017,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,14/11/2019,Resolución de la Presidencia del CSD, por la que se convocan ayudas a las Federaciones Deportivas Españolas para equipamientos e inversiones deportivas y ayudas complementarias para la preparación deportiva de alto nivel para el año 2019.,
481964,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,SECRETARÍA DE ESTADO DE COMERCIO,14/11/2019,Resolución de la Secretaría de Estado de Comercio, por la que se aprueba una segunda convocatoria de concesión de ayudas para el año 2019, a las Asociaciones y Federaciones españolas de Exportadores reconocidas como entidades colaboradoras de la Secretarí,
481953,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,14/11/2019,RESOLUCIÓN DE LA PRESIDENCIA DEL CONSEJO SUPERIOR DE DEPORTES POR LA QUE SE REGULA LA CONVOCATORIA PARA CONCESIÓN DE PRÉSTAMOS A FEDERACIONES DEPORTIVAS ESPAÑOLAS EN EL AÑO 2019.,
481883,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,14/11/2019,Convocatoria Instrumental Mali 2018 Migraciones Mali FF especie,
481875,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,ENAIRE,14/11/2019,Entrega dineraria sin contraprestación a la Universidad Autónoma de Madrid para apoyo de I INTERNATIONAL FORUM ON CIRCULAR ECONOMY ECO,
481703,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,13/11/2019,Convocatoria de la Fundación Biodiversidad, F.S.P., en régimen de concurrencia competitiva, para becas de formación relacionadas con los fines de la Fundación Biodiversidad,
481644,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,13/11/2019,Ayudas a las corporaciones locales y empresas públicas municipales en el año 2020,
481606,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,12/11/2019,Ayuda directa a SENEGAL (2º semestre 2019) para financiación de actividades de lucha contra la inmigración irregular, en el ámbito de la Cooperación Policial internacional, al amparo del R.D. 732/2007, de 8 de junio.,
