Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
445731,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTÍFICAS,22/03/2019,RESOLUCIÓN de 13 de marzo de 2019, de la Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, por la que se convocan becas de introducción a la investigación JAE Intro.,
445726,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,22/03/2019,SUBVENCIÓN AYUNTAMIENTOS TRANSPORTE COLECTIVO URBANO ARTÍCULO 119 LPGE 2018,
445502,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,21/03/2019,SUBVENCIÓN NOMINATIVA CEUTA ACTUACIONES ZONA FRONTERIZA EL TARAJAL PGE 2018,
445476,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,21/03/2019,SUBVENCIÓN NOMINATIVA MELILLA REPARACIÓN DAÑOS TERREMOTO LEY PGE 2018,
445456,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,21/03/2019,SUBVENCIÓN NOMINATIVA MELILLA OTRAS ACTUACIONES LEY PGE 2018,
445442,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,21/03/2019,SUBVENCIÓN NOMINATIVA AYUNTAMIENTO CORDOBA PARA FINANCIAR INVERSIONES Y LEY PGE 2018,
445127,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,20/03/2019,Programa nacional Recuperación y utilización educativa de pueblos abandonados. Periodo lectivo 2019,
445121,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,20/03/2019,Programa Centros de Educación Ambiental 2019,
445110,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,SECRETARÍA DE ESTADO PARA LA UNIÓN EUROPEA,20/03/2019,Resolución de 14 de marzo de 2019, de la Secretaría de Estado para la Unión Europea, por la que se anuncia la convocatoria para la concesión de subvenciones correspondientes al año 2019, para la celebración de acciones de comunicación y actividades divulg,
445076,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,20/03/2019,AYUDAS A LAS CORPORACIONES LOCALES Y EMPRESAS PÚBLICAS MUNICIPALES EN EL AÑO 2019, PARA OBRAS DE ACCESIBILIDAD Y OBRAS EN INFRAESTRUCTURAS DEPORTIVAS RELACIONADAS CON LA CELEBRACIÓN DE COMPETICIONES DE CARÁCTER INTERNACIONAL,
445067,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,SUBSECRETARÍA DE AGRICULTURA, PESCA Y ALIMENTACIÓN,20/03/2019,Subvenciones a OPAS y entidades asociativas del sector agroalimentario 2019,
445057,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,20/03/2019,SUBVENCIÓN NOMINATIVA MELILLA COSTES FUNCIONAMIENTO PLANTA DESALINIZADORA ART. 121.Dos LEY PGE 2018,
445040,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,20/03/2019,Resolución de 20 de marzo de 2019 de la Secretaría de Estado de Educación y Formación Profesional, por la que se convoca el VI Concu79.000rso Nacional de Coros Escolares en las enseñanzas no universitarias correspondiente al curso escolar 2018-2019.,
445039,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,20/03/2019,Resolución de 20 de marzo de 2019, de la Secretaría de Estado de Educación y Formación Profesional, por la que se convoca el XIV Concurso Nacional de Teatro Clásico Grecolatino en las enseñanzas no universitarias correspondiente al curso escolar 2018-2019,
444925,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,INSTITUTO CERVANTES,19/03/2019,Resolución de 19 de marzo de 2019  por la que se convocan 44 becas de formación del Instituto Cervantes,
444907,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,19/03/2019,SUBVENCIÓN NOMINATIVA CEUTA COSTES FUNCIONAMIENTO PLANTA DESALINIZADORA ART. 121.Dos LEY PGE 2018,
444786,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,18/03/2019,beca para funcionario policial de Mauritania para asistir a curso de lengua española, al amparo del RD 732/2007 de 8 de junio,
444757,NO,ESTADO,MINISTERIO DE DEFENSA,SEA 15 AGRUPACIÓN DEL CGEA,18/03/2019,Resolución de 6 de febrero, del Jefe de Estado Mayor del Ejército del Aire por la que se convocan los Premios Ejército del Aire 2019,
444736,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/03/2019,Convocatoria Instrumental 2018 UCM-ICEI XIV Máster Propio de Género y Desarrollo,
444535,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,15/03/2019,Resolución de la Presidencia del CSD, por la que se convocan ayudas a las Federaciones Deportivas Españolas para el Programa Nacional de Tecnificación Deportiva y actividad e inversiones en los Centros Especializados de Alto Rendimiento (CEAR) y CAR León,
444198,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,14/03/2019,Convocatoria premios nacionales Olimpiadas de Física, Química, Matemáticas, Biología, Geología y Economía correspondientes a 2019.,
443997,NO,ESTADO,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA,13/03/2019,Resolución 13 de marzo de 2019 del Instituto Nacional de Administración Pública, por la que se aprueba la convocatoria para el año 2019 del procedimiento de concesión de ayudas destinadas a la financiación de planes de formación, en el marco del AFEDAP.,
443917,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,13/03/2019,Resolución de 7 de marzo de 2019 de ICEX España Exportación e Inversiones por la que se convoca la concesión de ayudas a través de la Convocatoria de las Becas de Internacionalización Empresarial de ICEX para 2021,
443911,NO,ESTADO,MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES,DIRECCIÓN GENERAL DE MIGRACIONES,13/03/2019,Resolución 11/03/2019 por la que se convocan ayudas para el Programa de Centros 2019,
443861,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,13/03/2019,Resolución de la Presidencia del Consejo Superior de Deportes, por la que se convocan ayudas a mujeres deportistas en el año 2019,
443853,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,13/03/2019,Resolución de la Presidencia del CSD, por la que se convocan ayudas a las Federaciones Deportivas Españolas para el año 2019.,
443849,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,FUNDACIÓN ESPAÑOLA PARA LA CIENCIA Y LA TECNOLOGÍA,13/03/2019,CONVOCATORIA PROCEDIMIENTO DE CONCESIÓN DE AYUDAS PARA EL FOMENTO DE LA CULTURA CIENTÍFICA Y DE LA INNOVACIÓN,
443740,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,12/03/2019,Resolución por la que se convocan ayudas para participar en el Programa Campus Científicos de Verano para alumnado de Enseñanza Secundaria y Bachillerato, y en el High-School Students Internships Programme para estudiantes de Enseñanza Secundaria.,
443462,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,UNIVERSIDAD INTERNACIONAL MENÉNDEZ PELAYO,11/03/2019,Resolución de 11 de marzo de 2019 de la Universidad Internacional Menéndez Pelayo, por la que se convocan 14.000 ayudas para participar en cursos de inmersión en lengua inglesa destinadas a alumnos universitarios, de Enseñanzas Artísticas Superiores, Otro,
443451,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,UNIVERSIDAD INTERNACIONAL MENÉNDEZ PELAYO,11/03/2019,Resolución de 11 de marzo de 2019 de la Universidad Internacional Menéndez Pelayo, por la que se convocan 1.005 ayudas para participar en cursos de inmersión en lengua inglesa destinadas a titulados en Máster en Profesorado de Enseñanza Secundaria Obligat,
443423,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,11/03/2019,Resolución de la Presidencia de la Agencia Española de Cooperación Internacional para el Desarrollo, por la que se aprueba la convocatoria de los Programas de Becas MAEC-AECID de Arte, Educación, Ciencia y Cultura para el curso académico 2019-2020.,
443225,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,08/03/2019,AYUDAS PARA INSERCIÓN LABORAL,
443194,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,FONDO ESPAÑOL DE GARANTÍA AGRARIA,08/03/2019,Resolución de 7 de marzo de 2019, del FEGA O.A., por la que se convocan en 2019 ayudas para el fomento de la creación de OPs y AOPs  supraautonómicos en el sector agrario, en el marco del PNDR 2014-2020, para actuaciones a realizar hasta 2023.,
442997,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE SANTIAGO DE COMPOSTELA,07/03/2019,Acuerdo del consejo de administración por el que se aprueba la concesión de subvención directa a AENA S.A.,
442992,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,FONDO ESPAÑOL DE GARANTÍA AGRARIA,07/03/2019,Resolución de 26 de febrero de 2019 del FEGA para la concesión de subvenciones a la ejecución de proyectos de innovación (AEI-Agri), en el marco del Programa Nacional de Desarrollo Rural 2014-2020, para el año 2019,
442979,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,SECRETARÍA GENERAL DE FORMACIÓN PROFESIONAL,07/03/2019,Resolución de 13 de marzo de 2019, la Secretaría de Estado de Educación y Formación Profesional por la que se convocan las competiciones nacionales de formación profesional, Spainskills 2019,
442575,NO,ESTADO,MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES,FUNDACIÓN PLURALISMO Y CONVIVENCIA, F.S.P.E.,05/03/2019,Convocatoria de ayudas para la realización de actividades dirigidas a promover el conocimiento y el acomodo de la diversidad religiosa en un marco de diálogo, fomento de la convivencia y lucha contra la intolerancia y el discurso de odio,
442554,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,05/03/2019,AYUDAS PARA INSERCIÓN LABORAL,
442514,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,04/03/2019,ADENDA+Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la para la Feria Agrupada a  ISPO 17th WORLD CONGRESS - Kobe (Japón) - del 5 al 8 de octubre,
442513,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,04/03/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la para la Misión Estudio a KAZAJISTÁN 2019 - 22 al 24 de mayo,
442468,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,04/03/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la para la Misión Directa a AUSTRALIA 2019 - Sidney - 27 al 31 de mayo,
442459,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,04/03/2019,ADENDA+Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la para la Misión Directa a UZBEKISTÁN Y KAZAJSTAN 2019 - 10 al 14 de junio,
442456,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,04/03/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la para la Misión Directa a SUDAFRICA Y MOZAMBIQUE 2019 - 13 al 17 de mayo,
442433,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,04/03/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la para la Misión Directa a NIGERIA 2019 - 20 al 24 de mayo,
442399,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,04/03/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la para la Misión Directa a GEORGIA 2019 - 13 al 17 de mayo,
442359,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,04/03/2019,concesión beca para realizar curso de lengua española para un funcionario policial de Niger, del 15 de mayo al 30 de junio 2018,
442287,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,01/03/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la para la Misión Directa a COLOMBIA 2019 - Medellín - 29 de abril al 3 de mayo,
442273,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,01/03/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria INTERSOLAR MUNICH 2019 - Alemania - 15 al 17 de mayo,
442252,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,01/03/2019,ADENDA 5 + Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para la Participación Agrupada en la Feria INNOTRANS 2020 - Berlín (Alemania) - 20-23 septiembre 2022,
442227,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,01/03/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria SATELLITE 2019 - Washington (EE.UU.) - 6 al 9 de mayo,
442217,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,01/03/2019,J5 Subvención para la realización de contratos de jóvenes de más de dieciséis años y menores de treinta años en el marco del Programa Operativo de Empleo Juvenil,
442214,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,01/03/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria GIFA-NEWCAST-METEC-THERMPROCESS - Düsseldorf (Alemania) - 25 al 29 de junio,
442203,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,01/03/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria AIR SHOW 2019 - París (Francia) - 17 al 23 de junio,
442118,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,INSTITUTO DE MAYORES Y SERVICIOS SOCIALES,28/02/2019,SUBVENCIÓN NOMINATIVA A LA FUNDACION MATIA PARA LA FINANCIACION DEL PROYECTO-PILOTO DE VIVIENDAS PARA,
442117,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,28/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria TOYS MILANO 2019 - Italia - 6 y 7 mayo,
442114,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,28/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria PREMIERE VISION PARÍS II 2019 - Francia - 17 al 19 de septiembre,
442113,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,28/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria PITTI BIMBO II 2019 - Florencia (Italia) - 20 al 22 de junio,
442111,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,28/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria PERFORMANCE DAYS 2019 - Munich (Alemania)- 8 y 9 de mayo,
442109,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,28/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria MICAM II 2019 - Milán (Italia) - 15 a 18 septiembre,
442106,NO,ESTADO,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,ENTIDAD PÚBLICA EMPRESARIAL RED.ES,28/02/2019,Invitación general a empresas para participar en los pabellones de la Fundación Mobile World Capital Barcelona de: Mobile World Congress Shanghái 2018 Y Mobile World Congress Américas 2018,
442073,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,28/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria MAGIC FN PLATFORM  2019 - Las Vegas (EE.UU) - 12 al 14 de agosto,
442066,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,28/02/2019,Resolución de 25 de febrero de 2019, por la que se convocan becas de inmersión lingüística en inglés en España para el año 2019,
441930,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria LINEAPELLE II 2019 - Milán (Italia) - 2 al 4 de octubre,
441929,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria LINEAPELLE NUEVA YORK II 2019 - EE.UU. - 17 al 18 de julio,
441925,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria FPA LINEAPELLE NUEVA YORK 2019 - EE.UU. - 17 al 18 de julio,
441893,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,27/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria LINEAPELLE LONDRES 2019 - Reino Unido - 9 de julio,
441711,NO,ESTADO,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,ENTIDAD PÚBLICA EMPRESARIAL RED.ES,26/02/2019,Convocatoria para la Concesión directa de subvenciones destinadas a compensar los costes derivados de la recepción o acceso a los Servicios de Comunicación Audiovisual televisiva en la edificaciones afectadas por la liberación del Dividendo Digital,
441523,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,26/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria ITMA-  Barcelona (España) - 20 al 26 de junio,
441439,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,25/02/2019,ayuda 6 miembros gendarmeria nac. Argentina, para asistir a Jornadas de intercambio de conocimientos y expereineicas en el ámbito de la lucha contra tráfico de drogas y sustancias estupefacientes.,
441438,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,25/02/2019,AYUDAS PARA INSERCIÓN LABORAL,
441436,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,25/02/2019,AYUDAS PARA INSERCIÓN LABORAL,
441434,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,25/02/2019,AYUDAS PARA INSERCIÓN LABORAL,
441433,NO,ESTADO,MINISTERIO DEL INTERIOR,D.G. DE POLÍTICA INTERIOR,25/02/2019,Subvenciones por gastos electorales EL-2015 a partidos políticos en base a la LO 5/1985 del Régimen Electoral General (continuación liquidación),
441432,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,25/02/2019,AYUDAS PARA INSERCIÓN LABORAL,
441430,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,25/02/2019,AYUDAS PARA INSERCION LABORAL,
441429,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,25/02/2019,AYUDAS PARA INSERCIÓN LABORAL,
441401,NO,ESTADO,MINISTERIO DE DEFENSA,CUARTEL GENERAL DE LA ARMADA,25/02/2019,Premios «Virgen del Carmen» 2019. Resolución 600/VdC/2019, de 30 de enero, de la Jefatura del Estado Mayor de la Armada,
441399,NO,ESTADO,MINISTERIO DE HACIENDA,FUNDACIÓN SEPI, F.S.P.,25/02/2019,AYUDAS PARA INSERCIÓN LABORAL,
441243,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,22/02/2019,Subvención para la realización de contratos de jóvenes de más de dieciséis años y menores de treinta años en el marco del Programa Operativo de Empleo Juvenil,
441222,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,DIRECCIÓN GENERAL DE ALIMENTACIÓN,22/02/2019,Convocatoria Premio Alimentos de España al Mejor Vino, año 2019,
441199,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,22/02/2019,ayuda a 8 miembrso GIR de Marruecos, para asistir a jornadas de intercambio de tácticas, técnicas y procedimientos antiterroristas en la G Civil Unidad de acción rural en Logroño.,
441197,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,22/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria FANYF - Bogotá (Colombia) - 3 al 4 de julio de 2019,
441183,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,22/02/2019,Resolución de 21 de febrero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria DISTOY - Londres (Reino Unido) - 28 al 31 de mayo,
441066,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,21/02/2019,ADENDA 3+Resolución de 31 de enero de 2019 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la MISIÓN EMPRESARIAL A ETIOPIA y KENIA 2019 - 16 al 20 de septiembre,
