Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
539629,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,16/12/2020,Beca de iniciación a la investigación, Proyecto 19I536 «Computación de Altas Prestaciones Consciente del Consumo para Redes Neuronales Profundas» - Director: Manuel Francisco Dolz Zaragozá,
539598,NO,OTROS,UNIVERSIDAD REY JUAN CARLOS,,16/12/2020,BASES DEL XV CONCURSO DE RELATO BREVE URJC, 2020. EL SER HUMANO 5G,
539581,NO,OTROS,UNIVERSIDAD REY JUAN CARLOS,,16/12/2020,BASES DEL XV CONCURSO DE FOTOGRAFÍA URJC, 2020. SOMBRAS,
539345,NO,OTROS,UNIVERSIDAD DE LA LAGUNA,,15/12/2020,CONVOCATORIA DE  UNA BECA FORMATIVA DE COLABORACIÓN PARA EL PROGRAMA DE ATENCIÓN A ESTUDIANTES CON NECESIDADES ESPECÍFICAS DE APOYO EDUCATIVO,
539300,NO,OTROS,UNIVERSIDAD DE VALLADOLID,,15/12/2020,CONVOCATORIA PROVISIONAL DE AYUDAS FINANCIERAS ERASMUS+ KA103 PARA LA MOVILIDAD DEL PERSONAL DE ADMINISTRACIÓN Y SERVICIOS (PAS) DE LA UNIVERSIDAD DE VALLADOLID CURSO ACADÉMICO 2020/2021,
539283,NO,OTROS,UNIVERSIDAD DE VALLADOLID,,15/12/2020,CONVOCATORIA PROVISIONAL DE AYUDAS FINANCIERAS ERASMUS+ KA103 PARA LA MOVILIDAD DEL PERSONAL DOCENTE E INVESTIGADOR (PDI) DE LA UNIVERSIDAD DE VALLADOLID CURSO ACADÉMICO 020/2021,
539101,NO,OTROS,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),,14/12/2020,VII edición del Concurso Comprendre la Societat amb Ciències Socials, curso 2020-2021,
539084,NO,OTROS,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),,14/12/2020,Becas para estudios de doctorado ¿Juan Castelló¿ destinadas a estudiantes procedentes de países de cooperación para el curso 2020-2021.,
539005,NO,OTROS,UNIVERSIDAD DE LA RIOJA,,14/12/2020,Convocatoria para cubrir un puesto de trabajo, mediante contratación laboral a tiempo completo, dentro del proyecto de investigación de referencia AGL2017-87373-C3-3-R,
538950,NO,OTROS,UNIVERSIDAD COMPLUTENSE DE MADRID,,14/12/2020,Resolución de 11 de diciembre de 2020, de la Universidad Complutense de Madrid por la que se realiza la convocatoria de ayudas para la financiación de proyectos de investigación Santander-UCM 2020,
538921,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,14/12/2020,convocatoria de dos becas de colaboración para la divulgación del perfil de la Facultad de Ciencias de la Educación y Humanidades de Cuenca en redes sociales. Año 2021,
538904,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,14/12/2020,Convocatoria de plazas y ayudas del Programa Erasmus+ para estudiantado matriculado en los programas de máster oficiales de la Universitat Jaume I (UJI),
538658,NO,OTROS,UNIVERSIDAD DE LA RIOJA,,11/12/2020,Convocatoria para cubrir un puesto de trabajo mediante contratación laboral temporal de un investigador MSCA-ITN-ETN,
538655,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,11/12/2020,CONVOCATORIA DE AYUDAS DE ESTUDIO PARA ESTUDIANTADO DE GRADO, MÁSTER Y DOCTORADO, PROCEDENTE DE PAÍSES EMPOBRECIDOS, CURSO ACADÉMICO 2020/21,
538507,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,10/12/2020,Convocatoria de una beca de colaboración para la actualización de la web de la Facultad de la Facultad de Humanidades de Toledo 2021,
538384,NO,OTROS,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),,10/12/2020,Ayudas al estudio de la UV para estudiantes ganadores de la fase local de la Olimpiada de Geología, curso 2020-2021,
538337,NO,OTROS,UNIVERSIDAD DE BURGOS,,10/12/2020,CONVOCATORIA DE AYUDAS DEL VICERRECTORADO DE INTERNACIONALIZCIÓN, MOVILIDAD Y COOPERACIÓN PARA SUBVENCIONAR PRUEBAS PCR DE REGRESO OBLIGATORIAS A LOS ESTUDIANTES ERASMUS (ESTUDIOS Y PRÁCTICAS) DE LA UBU CURSO 2020-2021,
537937,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,09/12/2020,CONVOCATORIA ERASMUS+ (PRÁCTICAS) 2019/20,
537935,NO,OTROS,UNIVERSIDAD DE LA LAGUNA,,09/12/2020,Resolución  por la que se convocan ayudas para el desarrollo de las actividades académicas en formato on-line, dirigidas a estudiantes matriculados en titulacIones de Grado y Máster. 2020-2021,
537815,NO,OTROS,UNIVERSIDAD REY JUAN CARLOS,,07/12/2020,Resolución del Rector de la Universidad Rey Juan Carlos de 3 de diciembre por la que se aprueba la Convocatoria de Movilidad Internacional  de Estudiantes para el curso 2021_2022,
537800,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,07/12/2020,Convocatoria de becas de iniciación a la investigación para estudiantes de másteres universitarios oficiales cofinanciadas por el Convenio de Colaboración entre la Universidad de Castilla-La Mancha y el Banco Santander 2020-2021,
537688,NO,OTROS,CÁMARA DE COMERCIO DE MOTRIL,,04/12/2020,Convocatoria de ayudas PICE 2020 - Cámara de Motril,
537684,NO,OTROS,UNIVERSIDAD DE BURGOS,,04/12/2020,Convocatoria de  ayudas al estudio para el curso 2020/2021,
537518,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,04/12/2020,Premios Aula Fundación Torrecid de  Liderazgo e Innovación Olimpíadas Locales de Química 2020,
537452,NO,OTROS,UNIVERSIDAD DE SALAMANCA,,04/12/2020,Resolución de 3 de diciembre de 2020, del Vicerrectorado de Estudiantes y Sostenibilidad, por la que se convocan becas de colaboración en servicios universitarios durante el curso académico 2020/2021.,
537390,NO,OTROS,UNIVERSIDAD DE ALCALÁ,,03/12/2020,Convocatoria del Programa UAH-Santander de Becas de Residencia María de Guzmán para estudiantes internacionales de doctorado en régimen de cotutela para el curso 2020-21,
537340,NO,OTROS,CÁMARA DE COMERCIO DE PONTEVEDRA, VIGO Y VILAGARCÍA DE AROUSA,,03/12/2020,Convocatoria Ciberseguridad 2020 Cámara de Comercio de Pontevedra, Vigo y Vilagarcía de Arousa,
537299,NO,OTROS,UNIVERSIDAD DE LA RIOJA,,03/12/2020,Convocatoria para cubrir un puesto de trabajo mediante contratación laboral temporal de un investigador con cargo al proyecto de referencia PID2019-109742GB-I00,
537199,NO,OTROS,UNIVERSIDAD REY JUAN CARLOS,,03/12/2020,Resolución del Rector de la  Universidad Rey Juan Carlos por la que se hace pública la convocatoria ordinaria para 2021 de 74 Becas de Colaboración cofinanciadas con el Banco Santander, para la formación en diferentes servicios de la Universidad,
537149,NO,OTROS,CÁMARA DE COMERCIO DE SEVILLA,,02/12/2020,PROGRAMA TICÁMARAS  ANUALIDAD 2020 EMPRESAS DE LA PUEBLA DE CAZALLA (SEVILLA),
537093,NO,OTROS,CONSEJO REGIONAL DE CÁMARAS DE COMERCIO DE CASTILLA-LA MANCHA,,02/12/2020,Ayudas a la contratación PICE Consejo de Cámaras de Comercio Castilla-La Mancha. 2020.,
537083,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,02/12/2020,Subvención nominativa Fundació Germà Colón Doménech de la Comunitat Universitària,
536944,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,02/12/2020,Convocatoria para la movilidad internacional de estudiantes en programas propios de la UCLM. Curso académico 2021/22 - Fase 1. Universidad de Castilla-La Mancha,
536942,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,02/12/2020,Convocatoria de movilidad Erasmus+ con fines de docencia 2020/21. Proyectos KA107 movilidad con países asociados al programa. Fase 1. Universidad de Castilla-La Mancha,
536931,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,02/12/2020,Convocatoria de movilidad Erasmus+ con fines de formación 2020/21. Proyectos KA107 movilidad con países asociados al programa. Universidad de Castilla-La Mancha,
536929,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,02/12/2020,(id 606/1),
536926,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,02/12/2020,Convocatoria Erasmus KA107 para la movilidad internacional de estudiantes. Modalidad de estudios. Curso académico 2021/22 - Fase 1. Universidad de Castilla-La Mancha,
536921,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,02/12/2020,Convocatoria de movilidad Erasmus+ con fines de docencia 2020/21. Proyectos KA103 movilidad con países del programa. FASE 1. Universidad de Castilla-La Mancha,
536911,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,02/12/2020,Convocatoria de movilidad Erasmus+ con fines de formación 2020/21. Proyectos KA103 movilidad con países del programa. Universidad de Castilla-La Mancha,
536908,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,02/12/2020,Convocatoria de movilidad internacional de estudiantes y recién titulados para realizar prácticas abiertas dentro del programa Erasmus+ KA103. Curso 2021/22 - Fase 1. Universidad de Castilla-La Mancha,
536904,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,02/12/2020,Convocatoria Erasmus K103 de movilidad internacional de estudiantes. Modalidad en prácticas curriculares. Curso 2021/22 - Fase 1. Universidad de Castilla-La Mancha,
536902,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,02/12/2020,Convocatoria Erasmus KA103 para la movilidad internacional de estudiantes. Modalidad de estudios. Curso académico 2021/22 - Fase 1. Universidad de Castilla-La Mancha,
536854,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,02/12/2020,Beca de iniciación a la investigación (Proyecto 19I571 «ESTUDIO TÉCNICO Y AMBIENTAL DE LA VALORIZACIÓN DEL VIDRIO PROCEDENTE DE LÁMPARAS FLUORESCENTES...»)  Director: Antonio Gallardo Izquierdo, Departamento de Ingeniería Mecánica y Constr,
536725,NO,OTROS,UNIVERSIDAD DE ALICANTE,,01/12/2020,CONVOCATORIA DE LA UNIVERSIDAD DE  ALICANTE,  EN  CONCURRENCIA  COMPETITIVA,  PARA  LA REALIZACIÓN DE UNAS PRÁCTICAS BECADAS EN EL DEPARTAMENTO DE TECNOLOGÍA INFORMÁTICA   Y   COMPUTACIÓN   DE   LA   UNIVERSIDAD DE ALICANTE. PRA- 16 / 2020-2021,
536717,NO,OTROS,UNIVERSIDAD DE ALICANTE,,01/12/2020,CONVOCATORIA  DE  AYUDAS  PARA  ESTUDIANTES  DEL   DOCTORADO   EN   CIENCIAS   DE   LA   SALUD DE LA UNIVERSIDAD DE ALICANTE   PARA   GASTOS   DE   UNA   PUBLICACIÓN  EN  UNA  REVISTA  CIENTÍFICA  INDEXADAS  EN  JCR DE ACCESO ABIERTO,
536711,NO,OTROS,UNIVERSIDAD DE ALICANTE,,01/12/2020,CONVOCATORIA DE AYUDAS PARA ESTUDIANTES DE  LA FACULTAD DE CIENCIAS DE LA SALUD  DE  LA  UNIVERSIDAD  DE  ALICANTE  POR  LA  PRESENTACIÓN  DE  COMUNICACIONES ORALES O PÓSTERES EN CONGRESOS O JORNADAS DE CARÁCTER CIENTÍFICO.,
536709,NO,OTROS,ADECO BUREBA - ASOCIACIÓN PARA EL DESARROLLO COMARCAL BUREBA,,01/12/2020,CONVOCATORIA DE AYUDAS PÚBLICAS, EN RÉGIMEN DE CONCURRENCIA COMPETITIVA, PARA PROYECTOS DE CARÁCTER NO PRODUCTIVO DE LA MEDIDA 19 LEADER DEL PROGRAMA DE DESARROLLO RURAL DE CASTILLA Y LEÓN 2014-2020,
536687,NO,OTROS,UNIVERSIDAD DE ALICANTE,,01/12/2020,CONVOCATORIA DE AYUDA ECONÓMICA PARA REALIZAR MOVILIDAD INTERNACIONAL POR  ESTUDIANTES  DE  GRADO  DE  LA  FACULTAD DE CIENCIAS DE  LA SALUD  DE LA UNIVERSIDAD DE ALICANTE.,
536524,NO,OTROS,UNIVERSIDAD REY JUAN CARLOS,,30/11/2020,Resolución del Rector de la Universidad Rey Juan Carlos, por la que se aprueba y se hace pública la Convocatoria 2020 de Ayudas a Personas Refugiadas de la URJC,
536364,NO,OTROS,UNIVERSIDAD DE ALCALÁ,,30/11/2020,Bolsas de Viaje (I) para el año 2021,
536360,NO,OTROS,UNIVERSIDAD DE ALCALÁ,,30/11/2020,Ayudas para Estancias de Científicos y Tecnólogos Extranjeros en la UAH para el año 2021,
536358,NO,OTROS,UNIVERSIDAD DE ALCALÁ,,30/11/2020,Ayudas de Movilidad de Personal Docente y Personal Investigador para el año 2021,
536357,NO,OTROS,UNIVERSIDAD DE ALCALÁ,,30/11/2020,Ayudas de Movilidad de Personal Investigador en Formación para el año 2021,
536164,NO,OTROS,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),,27/11/2020,I edición del concurso ¿CULTURA FINANCIERA¿,
536097,NO,OTROS,CÁMARA DE COMERCIO DE GIJÓN,,27/11/2020,Ayudas a la contratación PICE Cámarara de Comercio de Gijón. 2020,
536082,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,27/11/2020,Tercer Scrum Master Challenge!  16 diciembre 2020  Máster Universitario en Ingeniería Informática (MUii), Escuela Superior de Ingeniería Informática de Albacete de la Universidad de Castilla-La Mancha,
536020,NO,OTROS,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,,27/11/2020,CONVOCATORIA PREMIO CÁTEDRA CONSEJO SOCIAL UPV VI EDICIÓN,
536014,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,27/11/2020,Beca de colaboración para el estudiantado del máster universitario en Igualdad y Género en el Ámbito Público y Privado(id 708/1),
535839,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,26/11/2020,CONVOCATORIA DE AYUDAS DE ESTUDIO PARA CURSOS DE PREPARACIÓN Y ACREDITACIÓN DE ALEMÁN, FRANCÉS E ITALIANO PARA ESTUDIANTADO DE GRADO, CURSO ACADÉMICO 2020-21 (PRIMER SEMESTRE).,
535830,NO,OTROS,FUNDACIÓN DE LA ENERGÍA DE LA COMUNIDAD DE MADRID,,26/11/2020,Convocatoria del Plan Renove de Electrodomésticos 2020,
535813,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,26/11/2020,convocatoria de dos becas de colaboración para el desarrollo de actividades vinculadas a la gestión de relaciones institucionales en ciencias sociales con destino en la Facultad de Derecho y Ciencias Sociales de la Universidad de Castilla-La Mancha año 20,
535805,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,26/11/2020,Convocatoria de 6 ayudas de matrícula de 360 para estudiantes del título propio de Máster en prevención y tratamiento de la violencia de género. Curso académico (2020/21),
535800,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,26/11/2020,DESIERTA Convocatoria de 2 ayudas de matrícula de 600  para estudiantes del título propio de Máster en prevención y tratamiento de la violencia de género. Curso académico (2020/21),
535792,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,26/11/2020,Convocatoria de 1 ayuda de matrícula de 1.200  para estudiantes del título propio de Máster en prevención y tratamiento de la violencia de género. Curso académico (2020/21),
535784,NO,OTROS,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),,26/11/2020,CONVOCATORIA ANULADA - Ayudas al estudio para alumnado ganador de la fase local de la Olimpiada de Clásicasde la Universitat de València , curso 2020-2021,
535749,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,26/11/2020,Beca de iniciación a la investigación (Proyecto 18I393 «DISEÑO DE LIGANDOS NHC POLIAROMÁTICOS CAPACES DE COORDINAR EN FORMA BIS-PINZA...») - Directora: Macarena Poyatos Lorenzo, Departamento de Química Inorgánica y Orgánica,
535706,NO,OTROS,CÁMARA DE COMERCIO DE GRANADA,,26/11/2020,Convocatoria de ayudas económicas destinadas al fomento del empleo en el marco del programa PICE de la Cámara de Comercio de Granada. Anualidad 2020,
535650,NO,OTROS,UNIVERSIDAD DE BURGOS,,25/11/2020,Convocatoria de 24 de noviembre de 2020 por la que se convocan  ayudas para el máster interuniversitario  de cooperación internacional al desarrollo,
535520,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,25/11/2020,Convocatoria de dos becas de colaboración en gestión de tecnologías de la información y las comunicaciones en ciencias sociales con destino en la Facultad de Derecho y Ciencias Sociales de la Universidad de Castilla-La Mancha año 2020/2021,
535507,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,25/11/2020,Beca de iniciación a la investigación (Proyecto 19I589 «Estudio y análisis de un framework Conectado para la Elección...») Director: Vicente Ramón Tomás López, Departamento de Ingeniería y Ciencia de los Computadores,
535499,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,25/11/2020,Beca de iniciación a la investigación (Proyecto 19I551 «Obtención de necesidades cambiantes del usuario en fases conceptuales de diseño como herramienta para extender la vida útil de los productos» Directora: Marta Royo González, Departamen,
535494,NO,OTROS,UNIVERSIDAD DE LA LAGUNA,,25/11/2020,Convocatoria ayudas movilidad STT y STA del Profesorado. ERASMUS+. 2020-2021,
535479,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,25/11/2020,Beca de iniciación a la investigación (Proyecto 18I401«DESIGN OF CATALYSTS FOR THE DEVELOPMENT OF EFICIENTE ENERGY STORAGE SYSTEMS...»)  Director: José Antonio Mata Martínez, Instituto de Materiales Avanzados (INAM),
535350,NO,OTROS,CÁMARA DE COMERCIO DE LORCA,,24/11/2020,Convocatoria Xpande Digital 2020 - Cámara Lorca,
535332,NO,OTROS,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),,24/11/2020,Becas de movilidad  internacional  para estudiantes de doctorado de la Universitat de València para el año 2021,
535330,NO,OTROS,CÁMARA DE COMERCIO DE LORCA,,24/11/2020,Convocatoria Programa Xpande 2020 - Cámara Lorca,
535259,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,24/11/2020,Convocatoria de ayudas para la difusión de investigaciones en publicaciones científicas del Departamento de Filosofía, Antropología, Sociología y Estética de la Universidad de Castilla-La Mancha 2020,
535201,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,24/11/2020,Convocatòria de las becas Progreso Banco Santander Covid-19 para el curso 2020/21,
535149,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,23/11/2020,Convocatoria de ayudas para participación en congresos y jornadas científicas del Departamento de Filosofía, Antropología, Sociología y Estética de la Universidad de Castilla-La Mancha 2020,
535033,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,23/11/2020,Programa de movilidad Erasmus+ y movilidades a Suiza para programas de doctorado,
