Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
737053,NO,ILLES BALEARS,DIRECCIÓN GENERAL DE UNIVERSIDADES, INVESTIGACIÓN Y ENSEÑANZAS ARTÍSTICAS SUPERIORES,,31/12/2023,ayudas de desplazamiento para el alumnado de las Illes Balears empadronado en Mallorca que cursa estudios universitarios en la Unión Europea (UE-27) durante el año académico 2023-2024,ajudes de desplaçament per a lalumnat de les Illes Balears empadronat a Mallorca que cursa estudis universitaris a la Unió Europea (UE-27) durant lany acadèmic 2023-2024
737052,NO,ILLES BALEARS,DIRECCIÓN GENERAL DE TRANSPORTES,,31/12/2023,SUBV. POR DESCUENTOS EN ABONOS DE TRANPORTE Y TITULOS MUTIVIAJE,SUBV.PER DESCOMPTES EN ABONAMENTS DE TRANSPORT I TITOLS MULTIVIATGE
737051,NO,ILLES BALEARS,DIRECCIÓN GENERAL DE INVESTIGACIÓN, INNOVACIÓN Y TRANSFORMACIÓN DIGITAL,,31/12/2023,Ayudas para la contratación de personal investigador doctor,Ajudes per a la contractació de personal investigador docgtor
737024,NO,GALICIA,CONSELLERÍA DEL MEDIO RURAL,,30/12/2023,Ayudas para inversiones en transformación y comercialización de productos agrarios,Axudas para os investimentos en transformación e comercialización de produtos agrarios
736976,NO,REGIÓN DE MURCIA,CONSEJERÍA DE PRESIDENCIA, PORTAVOCÍA, ACCIÓN EXTERIOR Y EMERGENCIAS,,29/12/2023,Subvención de concesión directa a la Coordinadora de Organizaciones No Gubernamentales para el desarrollo de la R.M, actividades de educación para el desarrollo y sensibilización 2024,
736951,NO,GALICIA,CONSELLERÍA DEL MEDIO RURAL,,29/12/2023,Addenda de modificación del convenio de colaboración suscrito entre la Consellería do Medio Rural y la Universidad de Santiago de Compostela y la Universidad de Vigo, para el desarrollo del Inventario Forestal Continuo de Galicia,Addenda de modificación do convenio de colaboración subscrito entre a Consellería do Medio Rural e a Universidade de Santiago de Compostela e a Universidade de Vigo, para o desenvolvemento do Inventario Forestal Continuo de Galicia
736945,NO,CANARIAS,CONSEJERÍA DE EDUCACIÓN, FORMACIÓN PROFESIONAL, ACTIVIDAD FÍSICA Y DEPORTES,,29/12/2023,Subvención directa alumnado infantil sin plaza,
736944,NO,CANARIAS,INSTITUTO CANARIO DE IGUALDAD,,29/12/2023,Ayudas económicas prevista en el Art. 27 de la L.O. 1/2004,
736943,NO,CANARIAS,CONSEJERÍA DE EDUCACIÓN, FORMACIÓN PROFESIONAL, ACTIVIDAD FÍSICA Y DEPORTES,,29/12/2023,Subvención directa alumnado infantil sin plaza,
736942,NO,CANARIAS,CONSEJERÍA DE EDUCACIÓN, FORMACIÓN PROFESIONAL, ACTIVIDAD FÍSICA Y DEPORTES,,29/12/2023,Subvención directa alumnado infantil sin plaza,
736941,NO,CANARIAS,CONSEJERÍA DE EDUCACIÓN, FORMACIÓN PROFESIONAL, ACTIVIDAD FÍSICA Y DEPORTES,,29/12/2023,Subvención directa alumnado infantil sin plaza,
736940,NO,CANARIAS,CONSEJERÍA DE EDUCACIÓN, FORMACIÓN PROFESIONAL, ACTIVIDAD FÍSICA Y DEPORTES,,29/12/2023,Subvención directa alumnado infantil sin plaza,
736939,NO,CANARIAS,CONSEJERÍA DE EDUCACIÓN, FORMACIÓN PROFESIONAL, ACTIVIDAD FÍSICA Y DEPORTES,,29/12/2023,Subvención directa alumnado infantil sin plaza,
736938,NO,CANARIAS,CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y SOBERANÍA ALIMENTARIA,,29/12/2023,Subvención Directa Cabildo El Hierro para Mejora de la Producción de la Piña Tropical El Hierro,
736937,NO,CANARIAS,CONSEJERÍA DE AGRICULTURA, GANADERÍA, PESCA Y SOBERANÍA ALIMENTARIA,,29/12/2023,MANTENIMIENTO DEL CENTRO DE MACHOS DE RAZA CAPRINA MAJORERA,
736936,NO,CANARIAS,PRESIDENCIA DEL GOBIERNO,,29/12/2023,GASTOS INVENTARIABLES,
