Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
838649,NO,OTROS,UNIVERSIDAD DE GRANADA,,09/06/2025,RESOLUCION de 9 de junio de 2025 del Rector de la Universidad de Granada por la que se convoca el XIX Premio Andaluz de Investigación sobre Integración Europea de la Red de Información Europea de Andalucía (2ª convocatoria).,
838500,NO,OTROS,UNIVERSIDAD DE GRANADA,,09/06/2025,RESOLUCIÓN de la Vicerrectora de Igualdad, Inclusión y Compromiso Social por la que se publican las bases reguladoras y se convocan ayudas extraordinarias a estudiantes internacionales de doctorado que sufran una situación sobrevenida de emergencia,
838494,NO,OTROS,UNIVERSIDAD DE SALAMANCA,,09/06/2025,Convocatoria de becas Erasmus para realizar estancias de corta duración del BIP Migration, Displacement and Health, para la Universidade de Coimbra (Portugal), curso 2024/2025.,
838288,NO,OTROS,CÁMARA DE COMERCIO DE CIUDAD REAL,,09/06/2025,Misión Comercial Directa a Nueva Zelanda y Australia,
838250,NO,OTROS,UNIVERSIDAD MIGUEL HERNÁNDEZ DE ELCHE,,06/06/2025,SEGUNDA CONVOCATORIA DE AYUDAS PARA LA FORMACIÓN DE PERSONAL INVESTIGADOR PREDOCTORAL 2024 VINCULADAS AL PROCEDIMIENTO DE CONCESIÓN DE AYUDAS A PROYECTOS DE GENERACIÓN DE CONOCIMIENTO 2023 (PID2023) (código de línea de subvención 04-541-4-2024-0010-S),SEGONA CONVOCATÒRIA DAJUDES PER A LA FORMACIÓ DE PERSONAL INVESTIGADOR PREDOCTORAL 2024 VINCULADES AL PROCEDIMENT DE CONCESSIÓ DAJUDES A PROJECTES DE GENERACIÓ DE CONEIXEMENT 2023 (PID2023) (codi de línia de subvenció 04-541-4-2024-0010-S)
838236,NO,OTROS,UNIVERSIDAD MIGUEL HERNÁNDEZ DE ELCHE,,06/06/2025,BECAS PARA PRÁCTICAS EN EL EXTRANJERO - SANTANDER 2025 (código de subvención 08-324-4-2024-0065-S),BEQUES PER A PRÀCTIQUES A LESTRANGER - SANTANDER 2025 (codi de subvenció 08-324-4-2024-0065-S)
838226,NO,OTROS,UNIVERSIDAD DE BURGOS,,06/06/2025,CONVOCATORIA DE AYUDAS ERASMUS-PRÁCTICAS INTERNACIONALES- PROGRAMA INTERNACIONAL AMITY ESTADOS UNIDOS 2025-2026,
838177,NO,OTROS,UNIVERSIDAD DE LEÓN,,06/06/2025,TalentUnileon. Convocatoria de renovación de becas de excelencia para alumnado internacional de la Universidad de León. Curso 2024/25,
838170,NO,OTROS,UNIVERSIDAD DE LEÓN,,06/06/2025,Talent Unileon. Convocatoria de becas de excelencia para alumnado internacional de la Universidad de León. Programa de Doctorado. Curso 2024/25,
838159,NO,OTROS,UNIVERSIDAD DE SALAMANCA,,06/06/2025,Resolución del Vicerrectorado de Estudiantes, Inclusión, Igualdad y Compromiso Social, de 6 de junio de 2025, por la que se convocan 26 becas de colaboración en los Institutos de Investigación y Centros Propios que figuran en el Anexo de la convocatoria.,
838153,NO,OTROS,UNIVERSIDAD DE LEÓN,,06/06/2025,TalentUnileon. Convocatoria de becas de excelencia para alumnado internacional de la Universidad de León. Programa de Máster. Curso 2024/25,
838143,NO,OTROS,UNIVERSIDAD DE LEÓN,,06/06/2025,TalentUnileon. Convocatoria de becas de excelencia para alumnado internacional de la Universidad de León. Programa de Grado. Curso 2024/25,
838123,NO,OTROS,UNIVERSIDAD DE LEÓN,,06/06/2025,CONVOCATORIA DE AYUDAS PARA REALIZAR PRÁCTICAS INTERNACIONALES EN LA UNIVERSIDAD MULTICULTURAL DE CUDEC (MÉXICO), EN EL MARCO DEL PROGRAMA ERASMUS+ CURSO 2024/2025,
838107,NO,OTROS,UNIVERSIDAD DE LEÓN,,06/06/2025,Convocatoria de movilidad en el marco del programa Erasmus+ KA131  Máster/Doctorado 2025/2026,
838063,NO,OTROS,UNIVERSIDAD DE ALCALÁ,,06/06/2025,Convocatoria 2025 para la financiación de Proyectos de Investigación Universidad de Alcalá - Cortes de Castilla-La Mancha,
838049,NO,OTROS,UNIVERSIDAD DE LEÓN,,06/06/2025,Convocatoria de movilidad en el marco del programa Erasmus+ KA131 con fines de estudio durante el curso 2025/2026,
838044,NO,OTROS,UNIVERSIDAD DE GRANADA,,06/06/2025,Resolución de 3 de junio de 2025 del Director de Transferencia e Innovación, por la que se aprueban las BBRR y se convoca la I Edición de los Premios al mejor Trabajo Fin de Grado y Trabajo Fin de Máster en Economía Social de la Cátedra de Economía Social,
838023,NO,OTROS,CÁMARA DE COMERCIO DE ORIHUELA,,06/06/2025,Convocatoria Pyme Sostenible 2025-Cámara Orihuela,
838008,NO,OTROS,UNIVERSIDAD DE ALCALÁ,,06/06/2025,Convocatoria de renovación de Becas de Excelencia del Consejo Social de la Universidad de Alcalá para el curso académico 2025-2026,
837982,NO,OTROS,UNIVERSIDAD DE OVIEDO,,06/06/2025,Resolución de 30-05-2025 de la Vicerrectora de Extensión Universitaria y Proyección Cultural de la Universidad de Oviedo, por la que se convoca, en régimen de concurrencia competitiva el XI Premio Internacional de Investigación Literaria Ángel González,
837971,NO,OTROS,UNIVERSIDAD DE OVIEDO,,06/06/2025,RESOLUCIÓN DE LA VICERRECTORA DE EXTENSIÓN UNIVERSITARIA Y PROYECCIÓN CULTURAL DE LA UNIVERSIDAD DE OVIEDO, POR LA QUE AUTORIZA EL GASTO Y SE APRUEBA LA CONVOCATORIA PÚBLICA PARA LA CONCESIÓN DE AYUDAS A LOS COMPONENTES DE LOS EQUIPOS DEPORTIVOS Y AYUDAS,
837930,NO,OTROS,CÁMARA DE COMERCIO DE TORTOSA,,05/06/2025,Convocatoria Programa Pyme Innova 2025 - Cámara de Tortosa,
837928,NO,OTROS,CONSEJO DE SEGURIDAD NUCLEAR,,05/06/2025,Resolución de la Presidencia del Consejo de Seguridad Nuclear por la que se convocan subvenciones destinadas a la realización de proyectos de I+D+i relacionados con las funciones del Organismo,
837927,NO,OTROS,CÁMARA DE COMERCIO DE TORTOSA,,05/06/2025,Convocatoria Programa Pyme Sostenible 2025 - Cámara Tortosa,
837922,NO,OTROS,UNIVERSIDAD DE ALCALÁ,,05/06/2025,CONVOCATORIA DEL XXII PROGRAMA DE BECAS UAH-BS MIGUEL DE CERVANTES DE RESIDENCIA PARA ESTUDIOS DE MÁSTER EN LA UNIVERSIDAD DE ALCALÁ. CURSO 2025/2026. MODALIDAD B. ESTANCIA.,
837908,NO,OTROS,UNIVERSIDAD DE ALCALÁ,,05/06/2025,CONVOCATORIA DEL XXII PROGRAMA DE BECAS UAH-BS MIGUEL DE CERVANTES DE RESIDENCIA PARA ESTUDIOS DE MÁSTER EN LA UNIVERSIDAD DE ALCALÁ. CURSO 2025/2026. MODALIDAD A. ALOJAMIENTO.,
837907,NO,OTROS,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,,05/06/2025,Ayudas Aula Cimsa TFM Sostenibilidad 2025,
837886,NO,OTROS,UNIVERSIDAD DE CASTILLA-LA MANCHA,,05/06/2025,Convocatoria de 20 becas del curso de verano 2025 del Vicerrectorado de Cultura, Deporte y Compromiso Social de la Universidad de Castilla-La Mancha Crisis de la vivienda: motivos de preokupación y nuevas alternativas CV07CU,
837883,NO,OTROS,UNIVERSIDAD DE ALCALÁ,,05/06/2025,VII Convocatoria de Ayudas para cursar el Máster Universitario en Literaturas Anglófonas e Hispánicas Contemporáneas. Convocatoria 2025-26.,
837836,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,05/06/2025,Convocatoria del Programa de ayudas de renovación para estudiantes latinoamericanos para cursar estudios de máster de la Universitat Jaume I de Castelló (UJI)  durante el curso académico 2025/26,
837826,NO,OTROS,UNIVERSIDAD DE ALICANTE,,05/06/2025,AYUDAS DEL PROGRAMA DE MOVILIDAD AITANA - ERASMUS + KA131 PRÁCTICAS PARA ESTUDIANTES DE LA UNIVERSIDAD DE ALICANTE CURSO 2025-26,AJUDES DEL PROGRAMA DE MOBILITAT AITANA - ERASMUS + KA131 PRÀCTIQUES PER A ESTUDIANTS DE LA UNIVERSITAT DALACANT CURS 2025-26
837822,NO,OTROS,CÁMARA DE COMERCIO DE CÓRDOBA,,05/06/2025,Convocatoria Programa Pyme Global 2025- Visita a la feria HONG KONG JEWELLERY & GEM WORLD para empresas de la provincia de Córdoba,
837811,NO,OTROS,UNIVERSIDAD DE LA RIOJA,,05/06/2025,Resolución del Vicerrector de Política Científica de la Universidad de La Rioja, por la que se convocan las ayudas para la preparación de propuestas de proyectos de investigación europeos e internacionales de la Universidad de La Rioja.,
837804,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,05/06/2025,Segunda convocatoria de becas «Enclau-UJI» para la realización de trabajos de final de grado en el curso académico 2024-2025,
837792,NO,OTROS,UNIVERSIDAD JAUME I DE CASTELLÓN,,05/06/2025,IV Premios TFG/TFM Cátedra UBE Plásticos Sostenibles,
837791,NO,OTROS,UNIVERSIDAD DE ALCALÁ,,05/06/2025,VIII Convocatoria de Ayudas para cursar el Máster Universitario en Investigación en Ciencias Sociosanitarias. Convocatoria 2025-26.,
837771,SI,OTROS,UNIVERSIDAD DE MURCIA,,05/06/2025,Concesión directa Escuela Educación Infantil Universidad de Murcia (tramo 2),
837769,SI,OTROS,UNIVERSIDAD DE MURCIA,,05/06/2025,Concesión directa subvención Escuela Infantil Universidad de Murcia,
837740,NO,OTROS,UNIVERSIDAD DE LA RIOJA,,05/06/2025,Resolución del Vicerrector de Política Científica de la Universidad de La Rioja, por la que se convocan ayudas a publicaciones científicas en acceso abierto de revistas con factor de impacto JCR para el profesorado no permanente implicado en Enfermería.,
837734,NO,OTROS,UNIVERSIDAD DE LA RIOJA,,05/06/2025,Resolución del Vicerrector de Política Científica por la que se convocan ayudas para la realización de estancias internacionales de investigación de corta duración.,
837722,NO,OTROS,UNIVERSIDAD DE LA RIOJA,,05/06/2025,Convocatoria de ayudas para realizar una movilidad Erasmus+ de corta duración financiadas con fondos de política interior (KA131) dirigida a estudiantes de doctorado (extracto),
837695,NO,OTROS,UNIVERSIDAD DE LA RIOJA,,05/06/2025,Resolución del Vicerrector de Política Científica por la que se convocan ayudas para la organización de congresos y reuniones científicas en la Universidad de La Rioja. Convocatoria 2025,
837689,NO,OTROS,UNIVERSIDAD DE LA RIOJA,,05/06/2025,Resolución del Vicerrector de Política Científica, por la que se convocan ayudas para la organización de conferencias y seminarios de investigación de la Universidad de La Rioja (ACO),
837632,NO,OTROS,UNIVERSIDAD DE OVIEDO,,04/06/2025,Convocatoria del Premio Mario de Miguel  al mejor Trabajo Fin de Máster en Educación realizado en la Universidad de Oviedo, en régimen de concurrencia competitiva  (curso 2023-2024),
837584,NO,OTROS,CONSORCI DE LES GAVARRES,,04/06/2025,Convocatoria de subvención para la concesión de los PREMIS GAVARRES para el año 2025,Convocatòria de subvenció per a la concessió dels PREMIS GAVARRES per a lany 2025
837558,NO,OTROS,UNIVERSIDAD DE LA RIOJA,,04/06/2025,Resolución del Vicerrector de Política Científica de la Universidad de La Rioja por la que se convocan ayudas de bolsas de viaje para la presentación de comunicaciones y ponencias en congresos científicos,
837518,NO,OTROS,UNIVERSIDAD DE ALICANTE,,04/06/2025,AYUDAS DE LA CÁTEDRA IBEROAMERICANA DE CULTURA  DIGITAL  PROPIEDAD INTELECTUAL (UNIVERSIDAD DE  ALICANTE-OEI) PARA ESTANCIAS DE INVESTIGACIÓN,AJUDES DE LA CÀTEDRA IBEROAMERICANA DE CULTURA  DIGITAL  PROPIETAT  INTEL·LECTUAL  DALACANT-OEI) PER A ESTADES DINVESTIGACIÓ  (UNIVERSITAT
837498,NO,OTROS,UNIVERSIDAD DE OVIEDO,,04/06/2025,Resolución de 29 de mayo de 2025 del Vicerrector de Estudiantes y Empleabilidad de la Universidad de Oviedo por la que se autoriza el gasto y se aprueba la Convocatoria para la Concesión de ayudas para el desarrollo de proyectos del Observatorio del Estud,
837493,NO,OTROS,UNIVERSIDAD DE CÓRDOBA,,04/06/2025,Resolución Vicerrector de Formación Continua, Empleabilidad y Emprendimiento de la UCO, de 3 de junio de 2025, CONVOCATORIA dirigida a estudiantes de la UCO para presentar solicitudes de participación en el Programa Campus Rural 2024/2025.,
