Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
327857,NO,ESTADO,MINISTERIO DEL INTERIOR,FUNDACIÓN VÍCTIMAS DEL TERRORISMO,30/12/2016,CONVOCATORIA DE AYUDAS EN COLABORACIÓN EN PROYECTOS DE APOYO A VÍCTIMAS DEL TERRORISMO 2017,
327752,NO,ESTADO,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA,30/12/2016,Convenio Específico entre INAP-FEMP, ejercicio 2016, para Plan de Formación en el Marco AFEDAP,
327676,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,29/12/2016,Subvenciones para la realización de contratos de jóvenes de más de dieciséis años y menores de treinta años en el marco del Programa Operativo de Empleo Juvenil,
327596,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,29/12/2016,Convenio colaboración entre S.E.S y Cruz Roja Española para la prestación de asistencia social y humanitaria en los CIE,
327592,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,29/12/2016,Subvención de concesión directa a Organizaciones Asociadas de Reparto para medidas de acompañamiento FEAD 2016. RD 603/2016, de 2 de diciembre.,
327537,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SECRETARÍA DE ESTADO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,29/12/2016,REAL DECRETO 633/2006, de 19 de mayo. Recorridos: O Morrazo-Vigo y A Coruña-A Barcala libres de peaje,
327533,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SECRETARÍA DE ESTADO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,29/12/2016,REAL DECRETO 1752/2007, de 21 de diciembre. Autopista Campomanes-León, bonificación peaje vehículos ligeros,
327483,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SECRETARÍA DE ESTADO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,29/12/2016,REAL DECRETO 86/2006, de 27 de enero. Autopista Campomanes-León, bonificación 30% peaje vehículos pesados,
327476,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SECRETARÍA DE ESTADO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,29/12/2016,Real Decreto 1575/2009, de 9 de octubre y R.D. 919/2013, de 22 de noviembre. Bonificaciones de peaje  recorridos entre Alfajarín y Fraga de la Autopista AP-2, Zaragoza-Mediterráneo.,
327463,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SECRETARÍA DE ESTADO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,29/12/2016,Real Decreto 2027/2009, de 23 de diciembre, Exención del peaje de los movimientos con origen y destino entre los enlaces de la autopista AP-68 del territorio de la Comunidad Autónoma de La Rioja.,
327457,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SECRETARÍA DE ESTADO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,29/12/2016,Real Decreto 584/2014, de 4 de julio, Bonificación del peaje adicional a la establecida de los movimientos con origen y destino en enlaces de la autopista AP-68, Bilbao-Zaragoza, que se encuentran dentro del territorio de la Comunidad Autónoma de La Rioja,
327452,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SECRETARÍA DE ESTADO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,29/12/2016,Real Decreto 1574/2009, de 9 de octubre y R.D. 920/2013, de 22 de noviembre. Bonificaciones peaje recorridos entre Zaragoza y Gallur de la Autopista AP-68, Bilbao-Zaragoza.,
327309,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,28/12/2016,Ayuda a Niger (ordenadores), en el ámbito de la cooperación policial internacional, al amparo RD 732/2007,
327305,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,28/12/2016,Ayuda a Senegal (vehículos), en el ámbito de la cooperación policial internacional, al amparo RD 732/2007,
327278,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,CONSEJO SUPERIOR DE DEPORTES,28/12/2016,Extracto de la Resolución de 23 de diciembre de la Presidencia del Consejo Superior de Deportes, por la que se convocan ayudas a las Federaciones Deportivas Españolas para el Programa Mujer y Deporte en el año 2017.,
326956,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE SANTIAGO DE COMPOSTELA,23/12/2016,Convenio colaboración entre el Consorcio de Santiago y Música en Compostela,
326941,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,SUBSECRETARÍA DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,23/12/2016,RD 1594/2010, DEV 26 DE NOVIEMBRE,
326919,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2016,Resolución de 22 de diciembre de 2016, de ICEX ESPAÑA EXPORTACIÓN E INVERSIONES por la que se convoca para 2017 la concesión de ayudas a través del Programa ICEX-NEXT de apoyo a la internacionalización de la PYME española no exportadora o exportadora no c,
326861,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,INSTITUTO PARA LA TRANSICIÓN JUSTA, O.A.,22/12/2016,Ayudas destinadas específicamente a cubrir costes excepcionales por el cierre de unidades de producción minera. Año 2016,
326845,NO,ESTADO,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,DIRECCIÓN GENERAL DE COOPERACIÓN AUTONÓMICA Y LOCAL,22/12/2016,Real Decreto 189/2016, de 6 de mayo, por el que se regula la concesión de una subvención directa a la Ciudad de Melilla, para reparar los daños causados por el terremoto el día 25 de enero de 2016 en infraestructuras, equipamientos e instala y servicios,
326677,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA,21/12/2016,Resolución de 21 de diciembre de 2016, del Instituto Nacional de las Artes Escénicas y de la Música, por la que se convoca procedimiento de concurrencia competitiva para la concesión del Premio de Teatro para Autores Noveles Calderón de la Barca 2017,
326636,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,21/12/2016,Ayuda directa a Senegal para la financiación de actividades de lucha contra la inmigración irregular, en el ámbito de la cooperación policial internacional,
326634,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,21/12/2016,Ayuda directa a Mauritania para mantenimiento y funcionamiento de embarcaciones cedidas para la lucha contra la inmigración irregular, en el ámbito de la cooperación policial interncaional.,
326630,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,21/12/2016,Ayuda directa a Mauritania para mantenimiento equipos investigación de redes de inmigración irregular (septiembre-diciembre 2016), en el ámbito de la cooperación policial interncaional.,
326626,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,21/12/2016,Ayuda directa a Mauritania para mantenimiento equipos investigación de redes de inmigración irregular (enero-agosto 2016), en el ámbito de la cooperación policial interncaional.,
326620,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,21/12/2016,Ayuda directa a Mauritania (primer trimestre), en la lucha contra la inmigración ilegal, en el ámbito de la cooperación policial internacional,
326610,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,SECRETARÍA GENERAL DE UNIVERSIDADES,21/12/2016,Becas para la realización de estudios de Máster en Artes, Humanidades, y Ciencias Sociales en Universidades de Estados Unidos de América,
326601,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,SECRETARÍA GENERAL DE UNIVERSIDADES,21/12/2016,Resolución de 29 de diciembre de 2016 de la Secretaría de Estado de Educación, Formación Profesional y Universidades por la que se convocan subvenciones para el Subprograma de Movilidad,
326595,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,21/12/2016,Convocatoria instrumental del año 2016 de subvenciones y ayudas de concesión directa para intervenciones de ayuda humanitaria,
326585,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,SECRETARÍA GENERAL DE UNIVERSIDADES,21/12/2016,Resolución de 22 de diciembre de 2016, de la Secretaría de Estado de Educación, Formación Profesional y Universidades, por la que se convocan ayudas para la formación de profesorado universitario,
