Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
806610,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,INSTITUTO DE SALUD CARLOS III (ISCIII),30/12/2024,concesión directa de una subvención a la Asociación Española para el Registro y Estudio de Malformaciones Congénitas para el desarrollo de sus funciones y del «Estudio colaborativo Español de Malformaciones Congénitas»,
806541,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,30/12/2024,Contribución voluntaria 2024 a la DG de Protección Civil y Operaciones de Ayuda Humanitaria Europeas ECHO,
806457,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,ENTIDAD ESTATAL DE SEGUROS AGRARIOS - ENESA,30/12/2024,Subvenciones a los seguros agrícolas, ganaderos y forestales comprendidos en el 46º Plan de Seguros Agrarios Combinados,
806392,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,SECRETARÍA GENERAL DE UNIVERSIDADES,30/12/2024,Resolución de 26 de diciembre de 2024 de la Secretaría de Estado de Ciencia, Innovación y Universidades por la que se convoca por tramitación anticipada el XXI Certamen Universitario Arquímedes de Introducción a la Investigación Científica.,
806319,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,DIRECCIÓN GENERAL DE ALIMENTACIÓN,30/12/2024,Subvención a favor de la Fundación Dieta Mediterránea (FDM), para promocionar las características de la dieta mediterránea y los productos que la componen en el año 2024,
806299,SI,ESTADO,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,SECRETARÍA DE ESTADO DE TELECOMUNICACIONES E INFRAESTRUCTURAS DIGITALES,30/12/2024,Resolución SETELECO que aprueba procedimiento de concesión directa, de 2025, a proyectos de investigación seleccionados en convocatorias competitivas internacionales de carácter científico técnico, en el marco de actuaciones de la SETELECO de Chips JU.,
806279,NO,ESTADO,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,DIRECCIÓN GENERAL DE COOPERACIÓN AUTONÓMICA Y LOCAL,30/12/2024,Extracto Resolución de 27/12/2024, Secretaría General de Coordinación Territorial que aprueba la convocatoria de subvenciones para la recuperación de daños en infraestructuras municipales y red viaria provincial e insular previstas en el ACM de 1/10/2024,
806259,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,30/12/2024,Llamamientos de emergencia y DREF de la FICR,
806257,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,SECRETARÍA GENERAL DE UNIVERSIDADES,30/12/2024,Subvenciones a Asociaciones Juveniles y a Federaciones y Confederaciones de estudiantes universitarios 2024,
806249,NO,ESTADO,MINISTERIO DE CULTURA,SUBSECRETARÍA DE CULTURA,30/12/2024,Subvención Nominativa a a la AECID, Ley PGE 2023-P. Transformada en una Transferencia dineraria.,
