Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
200820085002350F,NO,CANTABRIA,SERVICIO CÁNTABRO DE EMPLEO,,08/10/2008,Decreto 33/2008, de 3 de abril, por el que se regula el procedimiento de concesión directa de subvenciones destinadas al fomento del empleo de las personas con discapacidad,
