Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
543190,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,DIRECCIÓN GENERAL DE ALIMENTACIÓN,31/12/2020,Convocatoria del Premio Alimentos de España, año 2020,
542792,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,DIRECCIÓN GENERAL DE POLÍTICA ENERGÉTICA Y MINAS,30/12/2020,Resolución de la Secretaría de Estado de Energía por la que se aprueba la convocatoria para la concesión de ayudas en 2021 a la prevención de riesgos y seguridad minera en el ámbito de una minería autóctona y sostenible,
542445,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,SECRETARÍA DE ESTADO PARA LA UNIÓN EUROPEA,29/12/2020,Convocatoria instrumental para la concesión directa de una subvención al Consejo Federal Español del Movimiento Europeo (CFEME) regulada mediante Real Decreto 1048/2020, de 1 de diciembre de 2020,
542209,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SUBSECRETARÍA DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,29/12/2020,CONVENIO ENTRE EL MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA Y LA OFICINA REGIONAL PARA AMERICA LATINA Y EL CARIBE DEL PROGRAMA DE LAS NACIONES UNIDAS PARA LOS ASENTAMIENTOS HUMANOS (ROLAC). AÑO 2020,
541725,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en FRESH CHANCES - PREMIERE VISION 2021 Edición digital - 15-19 febrero 2021,
541723,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en PCHi CHINA 2021 - Shenzhen (China) - 24 al 26 de marzo 2021,
541718,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en LINEAPELLE 2021 - A New Point of View - Milán (Italia) - 23-24 marzo 2021,
541717,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en LINEAPELLE 2021 - A New Point of View - Milán (Italia) - 23-24 marzo 2021,
541716,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en HOMI 2021 - Milán (Italia) - 20 al 22 de marzo 2021,
541714,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en EXPO RIVA SCHUH & GARDA BAGS VIRTUAL 2021 - 16 al 14 de enero 2021,
541713,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,ADELANTO FERIA - Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en OBUV MIR KOZHI 2021 - Moscú (Rusia) - 23-26 marzo 2021,
541699,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,INSTITUTO DE SALUD CARLOS III (ISCIII),23/12/2020,Resolución de la Dirección del Instituto de Salud Carlos III O.A., M.P., por la que se aprueba la convocatoria correspondiente al año 2021 mediante tramitación anticipada de concesión de subvenciones de la Acción Estratégica en Salud 2017-2020.,
541620,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en PULIRE VERONA 2021 - Verona (Italia) - 7 al 9 de septiembre 2021,
541618,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en CMS BERLIN 2021 - Berlín (Alemania) - 21 al 24 de septiembre 2021,
541615,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en ISPO Munich Online 2021 - 1 al 5 de febrero 2021,
541611,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en IDEX 2021 - Abu Dhabi (E.A.U.) - 21 al 25 de febrero 2021,
541608,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,ADENDA + Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en GLOBAL INDUSTRIE 2021 - Lyon (Francia) - 7-10 septiembre 2021,
541605,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,ADENDA - Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en FITMA 2021 - Ciudad de México (México) - 18 al 20 de enero de 2022,
541604,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en CIMT 2021 - Beijing (China) - 12 al 17 de abril 2021,
541601,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/12/2020,Resolución de 17 de diciembre de 2020 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca concesión de ayudas para Participación Agrupada en ISH DIGITAL 2021 - 22 al 26 de marzo 2021,
541546,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,DIRECCIÓN GENERAL DEL AGUA,23/12/2020,CONCESIÓN DIRECTA DE SUBVENCIONES A LOS AYUNTAMIENTOS DE LOS ALCÁZARES, SAN JAVIER, TORRE-PACHECO, CARTAGENA Y SAN PEDRO DEL PINATAR (MURCIA) PARA EL DESARROLLO DE PLANES PILOTO DE FOMENTO DE LA ADAPTACIÓN AL RIESGO DE INUNDACIÓN DE LAS EDIFICACIONES, EQU,
541497,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,DIRECCIÓN GENERAL DEL AGUA,23/12/2020,CONCESIÓN DIRECTA DE UNA SUBVENCIÓN A LA AGENCIA DEL AGUA DE CASTILLA-LA MANCHA PARA LA EJECUCIÓN DE DIVERSAS OBRAS Y ACTUACIONES DE MEJORA DEL ENTORNO SOCIO-ECONÓMICO DE LOS NÚCLEOS COLINDANTES CON LOS EMBALSES DE ENTREPEÑAS Y BUENDÍA,
541446,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,DIRECCIÓN GENERAL DEL AGUA,23/12/2020,CONCESIÓN DIRECTA UNA SUBVENCIÓN A LA COMUNIDAD AUTÓNOMA DE CANARIAS PARA ABARATAR A LOS AGRICULTORES EL SOBRECOSTE DE LA DESALACIÓN Y DE LA EXTRACCIÓN DE AGUA DE POZOS Y DE GALERÍAS PARA EL RIEGO AGRÍCOLA,
541431,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA,23/12/2020,Concesión directa Fundación Municipal de Cultura del Ayuntamiento de Cádiz 2020,
541426,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA,23/12/2020,Concesión directa Diputación de Alicante 2020,
541384,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,22/12/2020,Ayudas dirigidas a impulsar la transformación digital de la industria española en el marco del Proyecto Industria Conectada 4.0.,
541353,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,SECRETARÍA GENERAL DE UNIVERSIDADES,22/12/2020,Subvención de concesión directa a la Universidad de Granada para la construcción de un pabellón deportivo en su campus de la ciudad de Melilla,
541321,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE PLANIFICACIÓN Y GESTIÓN EDUCATIVA,22/12/2020,Convocatoria de plazas para auxiliares de conversación extranjeros en centros del sistema educativo español  para el curso académico 2021-2022,
541258,NO,ESTADO,MINISTERIO DEL INTERIOR,FUNDACIÓN VÍCTIMAS DEL TERRORISMO,22/12/2020,CONVOCATORIA DE AYUDAS EN COLABORACION EN PROYECTOS DE APOYO A LAS VICTIMAS DEL TERRORISMO 2021,
541239,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,SUBSECRETARÍA DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,22/12/2020,Concesión directa de una subvención del Ministerio de Asuntos Exteriores, Unión Europea y Cooperación al CEI-Fundación Privada Centro de Estudios Internacionales durante el ejercicio presupuestario 2020.,
541227,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,22/12/2020,Resolución de la Presidencia de la Agencia Española de Cooperación Internacional para el Desarrollo, por la que se aprueba la convocatoria de los Programas de Becas MAEC-AECID para ciudadanos de países de América Latina, África y Asia, 2021-2022.,
541216,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA,22/12/2020,Concesión directa Fundación Teatro de La Abadía capítulo VII 2020,
541212,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,22/12/2020,Resolución de la Presidencia de la Agencia Española de Cooperación Internacional para el Desarrollo, por la que se aprueba la convocatoria de los Programas de Becas MAEC-AECID para capacitación de jóvenes españoles y residencias artísticas, 2021-2022.,
541209,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA,22/12/2020,Concesión directa Fundación Teatre Lliure-Teatre Public Cap. VII 2020,
541122,NO,ESTADO,MINISTERIO DE HACIENDA,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,22/12/2020,RD 1083/2020, de 9 de diciembre, y resolución SEH, de 21/12/20. Subv. destinada a la financiación de obras de rehabilitación y reforma del IES Sagasta de Logroño.,
540953,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,SECRETARÍA GENERAL DE UNIVERSIDADES,21/12/2020,Orden Ministerial por la que se convocan por tramitación anticipada 12 ayudas para la realización de estudios de Máster en Universidades e Instituciones de Educación Superior de Estados Unidos de América para el curso 2021-2022,
540906,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,21/12/2020,Convocatoria de las subvenciones a conceder en régimen de concurrencia competitiva por el Consorcio de la Ciudad de Cuenca para la rehabilitación de locales en el casco antiguo de Cuenca, en el año 2020.,
540901,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE DERECHOS CULTURALES,21/12/2020,Real Decreto 1042/2020, 24 de noviembre, del Ministerio de Cultura y Deporte, por el que se regula la concesión directa de una subvención al Círculo de Bellas Artes, para sus gastos de funcionamiento y desarrollo de actividades culturales,
540897,NO,ESTADO,MINISTERIO DE HACIENDA,CONSORCIO DE LA CIUDAD DE CUENCA,21/12/2020,Convocatoria de las subvenciones a conceder en régimen de concurrencia competitiva por el Consorcio de la Ciudad de Cuenca para la rehabilitación de edificios y viviendas en el casco antiguo de Cuenca, en el año 2020.,
540891,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE DERECHOS CULTURALES,21/12/2020,Real Decreto 1042/2020, 24 de noviembre, del Ministerio de Cultura y Deporte, por el que se regula la concesión directa de una subvención a la Sociedad de Garantía Recíproca Audiovisual Fianzas  SGR, para el coste de los avales de los préstamos a empresa,
540847,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SUBSECRETARÍA DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,21/12/2020,SUBVENCION DE CONCESION DIRECTA A LA ASOCIACION DE FAMILIAS DE ALUMNOS DEL CENTRO DE EDUCACION INFANTIL DEL MINISTERIO DE TRANSPORTES, MOVILIDAD Y AGENDA URBANA PARA ACTIVIDADES PROPIAS DEL CENTRO. AÑO 2020.,
540841,NO,ESTADO,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,SUBSECRETARÍA DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,21/12/2020,SUBVENCION DE CONCESION DIRECTA A LA ASOCIACION AULA CULTURAL DE FOMENTO. AÑO 2020,
540804,NO,ESTADO,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,ENTIDAD PÚBLICA EMPRESARIAL RED.ES,21/12/2020,SUBVENCIONES DESTINADAS A COMPENSAR LOS COSTES DERIVADOS DE LA EMISIÓN SIMULTÁNEA Y TRANSITORIA DE CANALES DE TELEVISIÓN DURANTE EL PROCESO DE LIBERACIÓN DE LA BANDA DE FRECUENCIAS DEL SEGUNDO DIVIDENDO DIGITAL ENTRE LOS DÍAS 1/07/2020 Y 30/09/2020.,
540802,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,21/12/2020,Subvención a la Conferencia Episcopal Española para la atención al culto en Centros Penitenciarios en el ejercicio 2020.,
540790,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,21/12/2020,Subvención UNED para el desarrollo de estudios universitarios en Centros Penitenciarios para el ejercicio 2020.,
540777,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,21/12/2020,Subvención Cruz Roja Española para el cumplimiento de penas de Trabajos en Beneficio de la Comunidad en el ejercicio 2020.,
540765,NO,ESTADO,MINISTERIO DEL INTERIOR,SECRETARÍA GENERAL DE INSTITUCIONES PENITENCIARIAS,21/12/2020,Transferencia a la COMISIÓN ISLÁMICA DE ESPAÑA, para la atención al culto en Centros Penitenciarios de acuerdo con los P.G.E. para  ejercicio 2020,
540405,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental 2020 BID Apoyo a la población Migrante venezolana en Colombia, Ecuador y Perú,
540404,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental UNESCO 2020 Organismo Cultura Contribución Voluntaria Fondo de Patrimonio Mundial,
540403,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental Palestina 2020 Contribución voluntaria AECID - UNRWA,
540402,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental Palestina 2020 Contribución voluntaria AECID - ONU MUJERES Programa SAWASYA II,
540400,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental Marruecos 2020 Contribución voluntaria AECID - OCDE MENA,
540399,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental PNUD 2020 Etiopía y Senegal,
540398,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental COMJIB 2020 - Contribución voluntaria,
540397,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental SEGIB 2020 - Contribución voluntaria,
540395,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental CLAD 2020 contribución voluntaria INTERCOONECTA,
540392,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental OPS 2020 - Contribución voluntaria,
540390,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental OMS 2020 - Contribución voluntaria,
540389,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental FAO 2020 - Contribución voluntaria,
540387,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental FNUAP 2020 - Contribución voluntaria,
540385,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental UNICEF 2020 - Contribución voluntaria,
540383,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental Iberoamérica 2020 cultura Programa Iberescena OEI,
540382,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental Nicaragua 2020 ENACAL Mitigación de daños ocasionados por huracanes Eta y Iota en saneamiento,
540381,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,18/12/2020,Convocatoria Instrumental Jordania 2020 Justicia NCHR Mejora del sistema de asistencia jurídica en Jordania,
