Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
201020093744041D,NO,ANDALUCÍA,D. G. DE DESARROLLO SOSTENIBLE DEL MEDIO RURAL,,18/10/2010,Convocatoria y participación de los Grupos de Desarrollo Rural de Andalucía en la gestión y ejecución del Plan de Actuación Global, en el marco del Programa de Desarrollo Rural 2007-2013.,
200720073730011D,NO,ANDALUCÍA,DIRECCIÓN GENERAL DE POLÍTICAS ACTIVAS DE EMPLEO,,22/07/2010,ORDEN DE 11 DE MAYO DE 2007,
