Administración,Código BDNS,Departamento,Fecha de registro,Mecanismo de Recuperación y Resiliencia,Título cooficial,Título de la convocatoria,Órgano
ANDALUCÍA,807076,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",04/01/2025,NO,,"subvención nominativa, foro transfiere",
ANDALUCÍA,807077,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",04/01/2025,NO,,"Subvención Excepcional 2024, Consejo Superior de Investigaciones Científicas, para financiar los gastos de reparación de la instalación de baja tensión del edificio Centro de Investigaciones Científicas Isla de la Cartuja",
ANDALUCÍA,807078,"CONSEJERÍA DE AGRICULTURA, PESCA, AGUA Y DESARROLLO RURAL",04/01/2025,NO,,"SUBVENCIÓN EXCEPCIONAL 2024, Ayuda no prórroga acuerdo pesquero con Marruecos",
ANDALUCÍA,807100,CONSEJERÍA DE CULTURA Y DEPORTE,06/01/2025,NO,,Subvención Excepcional. Reparaciones Iglesia San Jorge y Hospital de la Caridad,
ANDALUCÍA,807115,"CONSEJERÍA DE AGRICULTURA, PESCA, AGUA Y DESARROLLO RURAL",07/01/2025,NO,,RESOLUCION DE 20 DE DICIEMBRE DE 2024 por la que se convocan para el ejercicio 2024 las ayudas dirigidas a la cooperación para la promoción de los productos agrícolas y alimenticios en regímenes de calidad (Intervención 7132),
ANDALUCÍA,807135,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,07/01/2025,NO,,Orden de 2 de enero de 2025 por la que se convocan ayudas al Alquiler a los Jóvenes: Bono Joven en Andalucía,
ANDALUCÍA,808997,"CONSEJERÍA DE EMPLEO, EMPRESA Y TRABAJO AUTÓNOMO",14/01/2025,NO,,"Subvención excepcional 2024, Convenio red de cátedras en Economía Social",
ANDALUCÍA,809082,"CONSEJERÍA DE AGRICULTURA, PESCA, AGUA Y DESARROLLO RURAL",15/01/2025,NO,,"ORDEN 10 DE ENERO 2025, de la Dirección General de la Producción Agricola y Ganadera por la que se convocan ayudas a la ejecución de programas nacionales veterinarios por las Asociaciones de Defensa Sanitaria Ganadera de concurrencia no competitiva",
ANDALUCÍA,809456,CONSEJERÍA DE DESARROLLO EDUCATIVO Y FORMACIÓN PROFESIONAL,16/01/2025,NO,,Resolución de 20 de Enero de la Dirección General de Participación e Inclusión Educativa por la que se efectúa convocatoria pública de las Ayudas Individualizadas para el Transporte Escolar 2023-24,
ANDALUCÍA,809830,CONSEJERÍA DE DESARROLLO EDUCATIVO Y FORMACIÓN PROFESIONAL,17/01/2025,NO,,"Resolución de 21 de enero de 2025, Convocatoria Beca Adriano 2024-2025, dirigida a facilitar la permanencia en el sistema educativo del alumnado que curse alguna de las enseñanzas incluidas en su ámbito de aplicación",
