Administración,Código BDNS,Departamento,Fecha de registro,Mecanismo de Recuperación y Resiliencia,Título cooficial,Título de la convocatoria,Órgano
ANDALUCÍA,604392,"CONSEJERÍA DE JUSTICIA, ADMINISTRACIÓN LOCAL Y FUNCIÓN PÚBLICA",04/01/2022,NO,,"Subvención Nominativa 2021, Plataforma Representativa Estatal de Personas con Discapacidad Física (PREDIF), para elaboración de guías de playas accesibles de la costa andaluza",
ANDALUCÍA,604393,"CONSEJERÍA DE JUSTICIA, ADMINISTRACIÓN LOCAL Y FUNCIÓN PÚBLICA",04/01/2022,NO,,"Subvención Excepcional 2021, Ayuntamiento de Siles para proyecto denominado Desarrollo y Potenciación Turística de la Presa de Siles""""",
ANDALUCÍA,604394,"CONSEJERÍA DE JUSTICIA, ADMINISTRACIÓN LOCAL Y FUNCIÓN PÚBLICA",04/01/2022,NO,,"Subvención Excepcional 2021, Ayuntamiento de Porcuna para el proyecto denominado Recuperación y puesta en valor del Anfiteatro Romano de Obulco""""",
ANDALUCÍA,604431,"CONSEJERÍA DE JUSTICIA, ADMINISTRACIÓN LOCAL Y FUNCIÓN PÚBLICA",04/01/2022,NO,,"Subvención Excepcional 2021, Ayuntamiento de Jaén para el proyecto denominado La mejora del entorno urbano de la catedral de Jaén y su cojunto histórico""""",
ANDALUCÍA,604439,CONSEJERÍA DE DESARROLLO EDUCATIVO Y FORMACIÓN PROFESIONAL,04/01/2022,NO,,"Subvención Excepcional 2021, Ayuntamiento de Tíjola para construcción de campo de fútbol.",
ANDALUCÍA,604606,CONSEJERÍA DE SALUD Y CONSUMO,05/01/2022,NO,,"Resolución de 4 de enero de 2022,Convocatoria 2022 de la Línea 1: Subvenciones destinadas a entidades privadas sin ánimo de lucro dirigidos a mujeres embarazadas y a madres sin recursos con hijos de cero a tres años.",
ANDALUCÍA,604607,CONSEJERÍA DE SALUD Y CONSUMO,05/01/2022,NO,,"Resolución de 4 de enero de 2022,Convoc.2022 de la Línea 2:subvenciones destinadas a entidades locales de ámbito municipal y diputaciones para proyectos integrados que incorporen la perspectiva de familias en las agendas locales como un activo social",
ANDALUCÍA,604918,"CONSEJERÍA DE EMPLEO, EMPRESA Y TRABAJO AUTÓNOMO",10/01/2022,NO,,"Subvención Nominativa 2021 a UGT-Andalucía articulada por convenio, para la financiación de actividades que redunden en la mejora de las relaciones laborales y en la defensa y promoción de los intereses de los trabajadores",
ANDALUCÍA,604919,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",10/01/2022,NO,,"Subvención Nominativa 2021, Consejo Superior de Investigaciones Científicas para financiar gastos de funcionamiento del Centro de Investigaciones Científicas Isla de la Cartuja",
ANDALUCÍA,604920,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",10/01/2022,NO,,"Subvención Nominativa 2021,Fundación Pública Andaluza Progreso y Salud para gastos de funcionamiento del Centro Andaluz de Biología Molecular y Medicina Regenerativa (CABIMER).",
ANDALUCÍA,604921,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",10/01/2022,NO,,"Subvención Nominativa 2021, Fundación Pública Andaluza para la Gestión de la Investigación en Salud de Sevilla para financiar gastos de funcionamiento del Instituto de Biomedicina de Sevilla",
ANDALUCÍA,604922,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",10/01/2022,NO,,"Subvención Nominativa 2021, Universidad de Sevilla para financiar gastos de funcionamiento del Centro Nacional de Aceleradores.",
ANDALUCÍA,604923,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",10/01/2022,NO,,"Subvención Nominativa 2021, Universidad Pablo de Olavide para financiar gastos de funcionamiento del Centro Andaluz de Biología del Desarrollo",
ANDALUCÍA,604924,"CONSEJERÍA DE JUSTICIA, ADMINISTRACIÓN LOCAL Y FUNCIÓN PÚBLICA",10/01/2022,NO,,"Subvención Nominativa 2021,(Consejo Andaluz de Secretarios, Interventores y Tesoreros de Administración Local) COSITAL",
ANDALUCÍA,604925,CONSEJERÍA DE DESARROLLO EDUCATIVO Y FORMACIÓN PROFESIONAL,10/01/2022,NO,,"Subvención Excepcional 2021, CETURSA para construcción 2 telesquies y zona de competición",
ANDALUCÍA,605115,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,10/01/2022,NO,,"Orden de 29 de diciembre de 2021 por la que se realiza la convocatoria, mediante tramitación anticipada, para la concesión en concurrencia competitiva de los Premios Andalucía de Arquitectura 2022.",
ANDALUCÍA,605520,"CONSEJERÍA DE AGRICULTURA, PESCA, AGUA Y DESARROLLO RURAL",12/01/2022,NO,,"Orden de 11 de enero de 2022 por la que se conv.para 2022 las ayudas previstas en la Orden de 26.06.2018,que aprueban las b.r.para la conc.de subv.en rég.de conc.comp.,dirigidas a la creación de empresas para jóvenes agricultores sub.6.1-Conv.General",
ANDALUCÍA,605521,"CONSEJERÍA DE AGRICULTURA, PESCA, AGUA Y DESARROLLO RURAL",12/01/2022,NO,,"Orden de 11 de enero de 2022 por la que se conv.para 2022 las ayudas previstas en la Orden de 26.06.2018,que aprueban las b.r.para la conc.de subv.en rég.de conc.comp.,dirigidas a la creación de empresas para jóvenes agricultores sub.6.1-Conv.Mujeres",
ANDALUCÍA,605977,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",14/01/2022,NO,,"Resolución de 19 de enero de 2022,de la D.G.de Comercioo,por la que se convocan para 2022,las subvenciones a conceder,en rég.de conc.comp.,destinadas a la modernización y mejora de la competitividad de las pymes comerciales y artesanas de Andalucía.",
ANDALUCÍA,607094,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en el área de regeneración y renovación urbana  Pescadería–Avda.del Mar en Almería.,Línea a):Subven.para la rehabilitación de edificios de tipología residencial colectiva,en rég.de conc.compet.",
ANDALUCÍA,607097,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el área de regeneración y renovación urbana La Constancia II, Jerez. Línea a)Subven.para la rehabilitación de edificios de tipología residencial colectiva,en rég.de concurrencia competitiva",
ANDALUCÍA,607102,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en área regeneración y renovación urbana La Constancia II en Jerez. Línea b) Subven.para financiación de realojos temporales, rég.de conc. no compet.",
ANDALUCÍA,607103,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en área regeneración y renovación urbana La Constancia II en Jerez. Línea c) Subven.para financiación equipo técnico de gestión, rég.de conc. no compet.",
ANDALUCÍA,607106,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el área de regeneración y renovación urbana Arroyo de la Miel, Benalmádena. Línea a)Subven.para la rehabilitación de viviendas unifamiliares,en rég.de concurrencia competitiva",
ANDALUCÍA,607107,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el área de regeneración y renovación urbana Arroyo de la Miel, Benalmádena. Línea b)Subven.para la rehabilitación de edificios de tipología residencial colectiva, en rég.de conc competitiva",
ANDALUCÍA,607110,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el área de regeneración y renovación urbana Arroyo de la Miel, Benalmádena. Línea c) mejora de la calidad y sostenibilidad del medio urbano. No competitiva",
ANDALUCÍA,607111,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el área de regeneración y renovación urbana Arroyo de la Miel, Benalmádena. Línea d) realojos temporales. No competitiva",
ANDALUCÍA,607112,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el área de regeneración y renovación urbana Arroyo de la Miel, Benalmádena. Línea e) equipo técnico de gestión . No competitiva",
ANDALUCÍA,607115,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 26 de enero de 2022-Convocatoria de Subvenciones en área regeneración y renovación urbana El Pilar, Chiclana de la Fra. Línea a) Subv.para financiación de edificación edificio viviendas en sustitución otros demolidos, rég.de conc. no compet.",
ANDALUCÍA,607116,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 26 de enero de 2022-Convocatoria de Subvenciones en área regeneración y renovación urbana El Pilar, Chiclana de la Fra. Línea b) Subven.para financiación de obras de mejora de calidad y sostenibilidad del medio urbano, rég.de conc. no compet.",
ANDALUCÍA,607117,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 26 de enero de 2022-Convocatoria de Subvenciones en área regeneración y renovación urbana El Pilar, Chiclana de la Fra. Línea c) Subven.para financiación equipo técnico de gestión, rég.de conc. no compet.",
ANDALUCÍA,607120,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en el ARRU Ejido Centro ,Línea b) Subven.para financiac obras de mejora de calidad y sostenibilidad del medio urbano, rég.de conc. no compet.",
ANDALUCÍA,607122,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el área de regeneración y renovación urbana Ejido Centro en El Ejido. Línea a)Subven.para la rehabilitación de edificios de tipología residencial colectiva,en rég.de concurrencia competitiva",
ANDALUCÍA,607127,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en área regeneración y renovación urbana Pescadería–Avda.del Mar en Almería. Línea b) Subven.para rehab.edificios de tipología residencial colectiva, promovidas Ayto en rég.de conc. no compet.",
ANDALUCÍA,607128,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en área regeneración y renovación urbana Pescadería–Avda.del Mar en Almería. Línea c) Subven.para financiac obras de mejora de calidad y sostenibilidad del medio urbano, rég.de conc. no compet.",
ANDALUCÍA,607129,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en área regeneración y renovación urbana Pescadería–Avda.del Mar en Almería. Línea d) Subven.para financiación de realojos temporales, rég.de conc. no compet.",
ANDALUCÍA,607130,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en área regeneración y renovación urbana Pescadería–Avda.del Mar en Almería. Línea e) Subven.para financiación equipo técnico de gestión, rég.de conc. no compet.",
ANDALUCÍA,607133,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el área de regeneración y renovación urbana Santuario, Córdoba. Línea a)Subven.para la rehabilitación de edificios de tipología residencial colectiva,en rég.de concurrencia competitiva",
ANDALUCÍA,607137,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en área regeneración y renovación urbana Santuario en Córdoba. Línea b) Subven.para financiación equipo técnico de gestión, rég.de conc. no compet.",
ANDALUCÍA,607142,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el área de regeneración y renovación urbana Las Albarizas, Marbella. Línea a)Subven.para la rehabilitación de viviendas unifamiliares,en rég.de concurrencia competitiva",
ANDALUCÍA,607143,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el área de regeneración y renovación urbana Las Albarizas, Marbella. Línea b)Subven.para la rehabilitación de edificios de tipología residencial colectiva, en rég.de conc competitiva",
ANDALUCÍA,607145,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en el ARRU Las Albarizas, Marbella . Línea c) Subven.para financiac obras de mejora de calidad y sostenibilidad del medio urbano, rég.de conc. no compet.",
ANDALUCÍA,607148,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en ARRU Santa Adela, Fases 2 y 3 UE3, Granada. Línea a) Subv.para financiación de edificación edificio viviendas en sustitución otros demolidos, rég.de conc. no compet.",
ANDALUCÍA,607149,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en ARRU Santa Adela, Fases 2 y 3 UE3, Granada. Línea b) Subven.para financiación de obras de mejora de calidad y sostenibilidad del medio urbano, rég.de conc. no compet.",
ANDALUCÍA,607150,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en ARRU Santa Adela, Fases 2 y 3 UE3, Granada. Línea c) Subven.para financiación de realojos temporales, rég.de conc. no compet.",
ANDALUCÍA,607151,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en ARRU Santa Adela, Fases 2 y 3 UE3, Granada. Línea d) Subven.para financiación equipo técnico de gestión, rég.de conc. no compet.",
ANDALUCÍA,607153,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en ARRU Nazaret- Pajaritos Público, Sevilla. Línea a) Subv.para financiación de edificación edificio viviendas promovidos por el Ayto. No competitivas",
ANDALUCÍA,607154,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en ARRU Nazaret- Pajaritos Público, Sevilla. Línea b) Subven.para financiación de obras de mejora de calidad y sostenibilidad del medio urbano, rég.de conc. no compet.",
ANDALUCÍA,607156,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en ARRU Nazaret- Pajaritos Público, Sevilla. Línea c) Subven.para financiación de realojos temporales, rég.de conc. no compet.",
ANDALUCÍA,607157,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022-Convocatoria de Subvenciones en ARRU Nazaret- Pajaritos Público, Sevilla. Línea d) Subven.para financiación equipo técnico de gestión, rég.de conc. no compet.",
ANDALUCÍA,607159,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el ARRU Plaza Encina del Rey-Parque Alcosa. Línea a)Subven.para la rehabilitación de edificios de tipología residencial colectiva,en rég.de concurrencia competitiva",
ANDALUCÍA,607165,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el ARRU Plaza Encina del Rey-Parque Alcosa. Línea b) Subven.para financiación equipo técnico de gestión, rég.de conc. no compet.",
ANDALUCÍA,607168,CONSEJERÍA DE FOMENTO ARTICULACIÓN DEL TERRITORIO Y VIVIENDA,24/01/2022,NO,,"Orden de 21 de enero de 2022,Convocatoria de Subvenciones en el área de regeneración y renovación urbana Carranque Fase 1, Málaga. Línea a) Subven.para la rehabilitación de viviendas unifamiliares,en rég.de concurrencia competitiva",
