Administración,Código BDNS,Departamento,Fecha de registro,Mecanismo de Recuperación y Resiliencia,Título cooficial,Título de la convocatoria,Órgano
OTROS,380180,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),08/01/2018,NO,,Ayudas a colectivos y asociaciones de estudiantes con representación en el Claustro de la Universitat de València para el año 2017.,
OTROS,380200,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),08/01/2018,NO,,VI Premio Emprendedores Facultat d'Economia,
OTROS,380229,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),08/01/2018,NO,,"IV Edición del Concurso ""Comprender la Sociedad con las Ciencias Sociales"".",
OTROS,380235,UNIVERSIDAD DE OVIEDO,08/01/2018,NO,,"Resolución de 21-12-2017 del Vicerrector de Extensión Universitaria y Proyección Internacional de Ayudas Erasmus+ para estudios de grado, master o doctorado y ayudas adicionales Erasmus+ para estudiantes del municipio y Campus de Gijón. Curso 2018/2019",
OTROS,380356,UNIVERSIDAD DE OVIEDO,09/01/2018,NO,,"Resolución 21/12/2017 del Vicerrector de Extensión Universitaria y Proyección Internacional, de ayudas para estudios de Postgrado y movilidad de profesores, 2º semestre 2017/18 y curso 2018/2019, dentro del programa Erasmus + KA107.",
OTROS,380677,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),10/01/2018,NO,,"XI Edición del concurso ""Proyecto Empresarial"" en Ciclos Formativos y Bachillerato.",
OTROS,380706,UNIVERSIDAD DE SALAMANCA,10/01/2018,NO,,"Resolución de 10 de enero de 2018, del Vicerrectorado de Estudiantes y Sostenibilidad, por la que se convocan ayudas al estudio para alumnos que cursen enseñanzas de grado en la Universidad de Salamanca durante el curso académico 2017/2018.",
OTROS,380742,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),10/01/2018,NO,,V Premio al mejor trabajo fin de máster de la Fac. Economia de la Universitat de València,
OTROS,380819,UNIVERSIDAD DE VALLADOLID,10/01/2018,NO,,Convocatoria  de ayudas a los estudiantes matriculados en enseñanzas de Grado en la Universidad de Valladolid curso 2017-2018,
OTROS,380909,UNIVERSIDAD DE OVIEDO,11/01/2018,NO,,ACUERDO DE COLABORACION PARA LA MEJORA DEL TRANSPORTE PÚBLICO ENTRE EL CAMPUS DE MIERES Y GIJON,
OTROS,381099,UNIVERSIDAD JAUME I DE CASTELLÓN,11/01/2018,NO,,"Beca d¿iniciació a la investigació (Projecte 15I362 «SÍNTESIS POR COMBUSTIÓN...») - Tutorització: Prof. Sergio Mestre Beltrán, departament d¿Enginyeria Química",
OTROS,381731,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),16/01/2018,NO,,Ayudas para la Difusión del Conocimiento Científico en Marketing para estudiantes en el marco del Programa de Doctorado en Marketing del Departamento de Comercialización e Investigación de Mercados.,
OTROS,381801,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),16/01/2018,NO,,"Ayudas a proyectos de creatividad, innovación e inclusión sociocultural Emergents 2017",
OTROS,381918,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),17/01/2018,NO,,Convenio de colaboración entre la Universitat de València y la Asociación Payasospital,
OTROS,382279,CONSEJO DE SEGURIDAD NUCLEAR,18/01/2018,NO,,Convenio Subvención CSN Cátedras 2017,
OTROS,382280,CONSEJO DE SEGURIDAD NUCLEAR,18/01/2018,NO,,Convenio Subvención CSN Cátedras 2017,
OTROS,382281,CONSEJO DE SEGURIDAD NUCLEAR,18/01/2018,NO,,Convenio Subvención CSN Cátedras 2017,
OTROS,382283,CONSEJO DE SEGURIDAD NUCLEAR,18/01/2018,NO,,Convenio Subvención CSN Cátedras 2017,
OTROS,382285,UNIVERSIDAD DE ALCALÁ,18/01/2018,NO,,XIII Premio del Consejo Social a la Transferencia del Conocimiento Universidad-Sociedad,
OTROS,382374,CONSEJO DE SEGURIDAD NUCLEAR,18/01/2018,NO,,Convenio Subvención CSN Cátedras 2016,
