Administración,Administraci�n,Código BDNS,C�digo BDNS,Departamento,Fecha de registro,Mecanismo de Recuperación y Resiliencia,Mecanismo de Recuperaci�n y Resiliencia,Título cooficial,Título de la convocatoria,T�tulo cooficial,T�tulo de la convocatoria,Órgano,�rgano
ESTADO,,6486,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,6488,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,6489,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,6490,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,6535,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,6554,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,6555,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,6556,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,6589,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,7058,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,7059,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,7060,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,7939,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,7940,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,7941,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,7961,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,7962,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,7963,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,7969,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,7970,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,7971,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,8188,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,8189,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,8190,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,8319,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,8342,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,8477,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,8527,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,8611,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,8644,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,8823,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,8852,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,8942,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,9405,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,9623,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,9624,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,9625,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,9716,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,9717,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,9718,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,9840,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,9841,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,9842,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,9843,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,9874,,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,31/03/2014,NO,,,EDSC del año,,,FUNDACIÓN DE LOS FERROCARRILES ESPAÑOLES,
ESTADO,,9881,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10054,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10055,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10082,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10083,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10084,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10151,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10152,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10161,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10162,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10163,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10200,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10201,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10202,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10227,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10228,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10229,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10240,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10253,,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,31/03/2014,NO,,,EDSC del año,,,ENTIDAD PÚBLICA EMPRESARIAL RED.ES,
ESTADO,,10322,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,10323,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,10324,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,10325,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,10326,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,10368,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10369,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10370,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10390,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10391,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10392,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10393,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10406,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10418,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10435,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10475,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,10476,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,10642,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10643,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10644,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,10676,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,11905,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,12985,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,12986,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,12987,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,12988,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,12989,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,12990,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",31/03/2014,NO,,,EDSC del año,,,"ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.",
ESTADO,,13633,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13655,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13679,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13770,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13771,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13772,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13793,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13794,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13795,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13796,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13892,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13893,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13969,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13970,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,13971,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14033,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14034,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14035,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14045,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14057,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14058,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14059,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14060,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14069,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14070,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14071,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14090,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14091,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14092,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14111,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14112,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14113,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14137,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14138,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14139,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14150,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14151,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14152,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14178,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14188,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14189,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14190,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14202,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14203,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14204,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14214,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14215,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14216,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14225,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14226,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14230,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14231,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14232,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14236,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14237,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14238,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14609,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14698,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14699,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14700,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14756,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14757,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14758,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14759,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14801,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14802,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14803,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14804,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14817,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14836,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14837,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14838,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14884,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14885,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14886,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14897,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14898,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14899,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14900,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14914,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14915,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,14916,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,15258,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,15259,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,15260,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,15575,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,16895,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,17165,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,17166,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,17280,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,17281,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,17282,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,17448,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,17449,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
ESTADO,,17450,,MINISTERIO DE HACIENDA,31/03/2014,NO,,,EDSC del año,,,"FUNDACIÓN SEPI, F.S.P.",
