Administración,Administraci�n,Código BDNS,C�digo BDNS,Departamento,Fecha de registro,Mecanismo de Recuperación y Resiliencia,Mecanismo de Recuperaci�n y Resiliencia,Título cooficial,Título de la convocatoria,T�tulo cooficial,T�tulo de la convocatoria,Órgano,�rgano
ESTADO,,2011201166206701,,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",30/01/2015,NO,,,Convenio colaboración entre Ministerio Educación y Universidad de  Murcia para realizar actividades alumnos de Facultad de Educación.,,,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,
ESTADO,,2011201166206801,,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",30/01/2015,NO,,,Convenio colaboración entre Ministerio Educación y Universidad de  Oviedo para realizar actividades de alumnos de Facultad de Formación del Profesorado y Educación.,,,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,
ESTADO,,2011201166206901,,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",30/01/2015,NO,,,Convenio colaboración entre Ministerio Educación y Universidad de  Salamanca para realizar actividades Escuela Universitaria de Educación y Turismo y la Escuela Universitaria Magisterio de Zamora.,,,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,
ESTADO,,2011201166207001,,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",30/01/2015,NO,,,Convenio colaboración entre Ministerio Educación y Universidad de Sevilla para realizar actividades de alumnos de Facultad Ciencias Educación.,,,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,
ESTADO,,2011201166207101,,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",30/01/2015,NO,,,Convenio colaboración entre Ministerio Educación y Universidad de valencia para realizar actividades intercambio y formación inicial de alumnos de Escuela Universitaria de Magisterio Ausias March.,,,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,
ESTADO,,2011201166207201,,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",30/01/2015,NO,,,Convenio colaboración entre Ministerio Educación y Universidad de Valladolid para realizar actividades intercambio y formación inicial de alumnos de Centros Universitarios Formación de Maestros.,,,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,
ESTADO,,2011201166207301,,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",30/01/2015,NO,,,Convenio colaboración entre Ministerio Educación y Universidad de Zaragoza para realizar actividades intercambio y formación inicial de alumnos de Centros Universitarios Formación de Maestros.,,,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,
ESTADO,,2011201170860511,,MINISTERIO DE HACIENDA,30/01/2015,NO,,,CONCESIÓN SUBVENCIÓN CABILDO INSULAR DE GRAN CANARIA PARA PROYECTO COMPLEJO MULTIFUNCIONAL DE LA COMARCA NORTE DE GRAN CANARIA,,,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,
ESTADO,,2011201170860611,,MINISTERIO DE HACIENDA,30/01/2015,NO,,,CONCESIÓN SUBVENCIÓN AL CABILDO INSULAR DE GRAN CANARIA PARA PROYECTO MERCADILLO DE GUÍA,,,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,
ESTADO,,2011201170860711,,MINISTERIO DE HACIENDA,30/01/2015,NO,,,CONCESIÓN SUBVENCIÓN AL CABILDO INSULAR DE EL HIERRO PARA EL PROYECTO PLAYA DE VARADERO. 1ª FASE.,,,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,
ESTADO,,2012199810200001,,MINISTERIO DEL INTERIOR,09/01/2015,NO,,,Convenio específico año 2012,,,D.G. DE PROTECCIÓN CIVIL Y EMERGENCIAS,
ESTADO,,20122011874511,,MINISTERIO DE HACIENDA,30/01/2015,NO,,,Subvenciones a las Entidades Locales por servicios de transporte colectivo urbano,,,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,
ESTADO,,2012201270860111,,MINISTERIO DE HACIENDA,30/01/2015,NO,,,CONVENIO AGE CIUDAD DE CEUTA FINANCIACIÓN COSTES FUNCIONAMIENTO PLANTA DESALINIZADORA,,,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,
ESTADO,,2012201270860211,,MINISTERIO DE HACIENDA,30/01/2015,NO,,,CONVENIO AGE CIUDAD DE MELILLA FINANCIACIÓN COSTES FUNCIONAMIENTO PLANTA DESALINIZADORA,,,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,
ESTADO,,2013199810200001,,MINISTERIO DEL INTERIOR,09/01/2015,NO,,,Convenio específico año 2013,,,D.G. DE PROTECCIÓN CIVIL Y EMERGENCIAS,
ESTADO,,20132008515831,,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,30/01/2015,NO,,,"Cuotas seguros alumn., becas y/o ayudas alumn. y subvenc. centros y entidades. form. profe. para empleo para desempleados.",,,DIRECCIÓN PROVINCIAL DEL SEPE DE A CORUÑA,
ESTADO,,2013201129401,,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,10/01/2015,NO,,,Subvención para Talleres de Empleo DP Melilla,,,SERVICIO PÚBLICO DE EMPLEO ESTATAL,
ESTADO,,20132012709010102,,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,30/01/2015,NO,,,Artemis Call 2012 procedimiento único,,,SECRETARÍA DE ESTADO DE DIGITALIZACIÓN E INTELIGENCIA ARTIFICIAL,
ESTADO,,2013201370860111,,MINISTERIO DE HACIENDA,30/01/2015,NO,,,CONVENIO AGE CIUDAD DE CEUTA FINANCIACION COSTES FUNCIONAMIENTO PLANTA DESALINIZADORA,,,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,
ESTADO,,2013201370860211,,MINISTERIO DE HACIENDA,30/01/2015,NO,,,CONVENIO AGE CIUDAD DE MELILLA FINANCIACIÓN COSTES FUNCIONAMIENTO PLANTA DESALINIZADORA,,,SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL,
ESTADO,,2014199810200001,,MINISTERIO DEL INTERIOR,09/01/2015,NO,,,Convenio específico año 2014,,,D.G. DE PROTECCIÓN CIVIL Y EMERGENCIAS,
ESTADO,,20142008515821,,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,21/01/2015,NO,,,BECAS y ayudas alumnos.  Acciones de formación profesional para el empleo,,,DIRECCIÓN PROVINCIAL DEL SEPE DE TERUEL,
ESTADO,,20142008515861,,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,21/01/2015,NO,,,Becas y ayudas alumnos.  Acciones de formación profesional para el empleo,,,DIRECCIÓN PROVINCIAL DEL SEPE DE LEÓN,
ESTADO,,20142009472601,,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,28/01/2015,NO,,,"Real Decreto 362/2009, de 20 de marzo, sobre compensación al transporte marítimo y aéreo de mercancías no incluidas en el anexo I del Tratado Constitutivo de la Comunidad Europea, con origen o destino en las Islas Canarias.",,,DELEGACIÓN DEL GOBIERNO EN CANARIAS,
ESTADO,,201420111041301,,MINISTERIO DE HACIENDA,17/01/2015,NO,,,Incentivos Regionales para la corrección de los desequilibrios económicos interterritoriales.,,,DIRECCIÓN GENERAL DE FONDOS EUROPEOS,
ESTADO,,2014201170840001,,MINISTERIO DE DEFENSA,17/01/2015,NO,,,"Resolucion 34C/10190/2011, de 29 de junio, de INVIED, por la que se convoca la concesion de ayudas economicas para el acceso a la propiedad de vivienda a los miembros de las FAS, durante el año 2011.",,,"INSTITUTO DE VIVIENDA, INFRAESTRUCTURA Y EQUIPAMIENTO DE LA DEFENSA",
ESTADO,,201420131345301,,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,22/01/2015,NO,,,AEESD-1-2014,,,SECRETARÍA DE ESTADO DE DIGITALIZACIÓN E INTELIGENCIA ARTIFICIAL,
ESTADO,,2014201323600101,,MINISTERIO DE INDUSTRIA Y TURISMO,30/01/2015,NO,,,"LEY 22/2013 DE 23 DE DICIEMBRE, DE PRESUPUESTOS GENERALES DEL ESTADO PARA 2014",,,"OFICINA ESPAÑOLA DE PATENTES Y MARCAS, O.A.",
ESTADO,,2014201323600801,,MINISTERIO DE INDUSTRIA Y TURISMO,30/01/2015,NO,,,"LEY 22/2013 DE 23 DE DICIEMBRE, DE PRESUPUESTOS GENERALES DEL ESTADO PARA 2014",,,"OFICINA ESPAÑOLA DE PATENTES Y MARCAS, O.A.",
ESTADO,,2014201323601201,,MINISTERIO DE INDUSTRIA Y TURISMO,30/01/2015,NO,,,"LEY 22/2013 DE 23 DE DICIEMBRE, DE PRESUPUESTOS GENERALES DEL ESTADO PARA 2014",,,"OFICINA ESPAÑOLA DE PATENTES Y MARCAS, O.A.",
ESTADO,,2014201323601401,,MINISTERIO DE INDUSTRIA Y TURISMO,30/01/2015,NO,,,"LEY 22/2013 DE 23 DE DICIEMBRE, DE PRESUPUESTOS GENERALES DEL ESTADO PARA 2014",,,"OFICINA ESPAÑOLA DE PATENTES Y MARCAS, O.A.",
ESTADO,,2014201323602001,,MINISTERIO DE INDUSTRIA Y TURISMO,30/01/2015,NO,,,"LEY 22/2013 DE 23 DE DICIEMBRE, DE PRESUPUESTOS GENERALES DEL ESTADO PARA 2014",,,"OFICINA ESPAÑOLA DE PATENTES Y MARCAS, O.A.",
ESTADO,,2014201323602101,,MINISTERIO DE INDUSTRIA Y TURISMO,30/01/2015,NO,,,"LEY 22/2013 DE 23 DE DICIEMBRE, DE PRESUPUESTOS GENERALES DEL ESTADO PARA 2014",,,"OFICINA ESPAÑOLA DE PATENTES Y MARCAS, O.A.",
ESTADO,,2014201323602201,,MINISTERIO DE INDUSTRIA Y TURISMO,30/01/2015,NO,,,"LEY 22/2013 DE 23 DE DICIEMBRE, DE PRESUPUESTOS GENERALES DEL ESTADO PARA 2014",,,"OFICINA ESPAÑOLA DE PATENTES Y MARCAS, O.A.",
ESTADO,,20142014112401,,"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",24/01/2015,NO,,,CONVOCATORA DE SUBVENCIONES PARA FORMACION E INVESTIGACION EN MATERIAS DE INTERES PARA EL ORGANISMO PARA EL AÑO 2014,,,CENTRO DE INVESTIGACIONES SOCIOLÓGICAS,
ESTADO,,20142014219601,,MINISTERIO DE INDUSTRIA Y TURISMO,19/01/2015,NO,,,"Resolución de 18 de febrero de 2014, del Instituto de Turismo de España, por la que se convocan becas «Turismo de España» 2014 para realizar prácticas profesionales y de investigación turística en las Consejerías españolas de turismo en el extranjero.",,,INSTITUTO DE TURISMO DE ESPAÑA,
ESTADO,,20142014344011,,MINISTERIO DE CULTURA,29/01/2015,NO,,,"Resolución de 20 de marzo de 2014, de la Biblioteca Nacional de España, por la que se convocan becas de investigación y especialización, para el periodo 2014/2015.",,,BIBLIOTECA NACIONAL DE ESPAÑA,
ESTADO,,20142014437411,,"MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",22/01/2015,NO,,,"Convocatoria de medidas de apoyo para facilitar el acceso a la financiación de las explotaciones agrícolas (Orden AAA/637/2014, de 21 de abril, modificada por Orden AAA/1664/2014, de 10 de septiembre)",,,"SUBSECRETARÍA DE AGRICULTURA, PESCA Y ALIMENTACIÓN",
ESTADO,,20142014445301,,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,21/01/2015,NO,,,PEBA-NG-2014,,,SECRETARÍA DE ESTADO DE TELECOMUNICACIONES E INFRAESTRUCTURAS DIGITALES,
ESTADO,,20142014506201,,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",17/01/2015,NO,,,"Subvenciones a las Organizaciones no Gubernamentales de Desarrollo para la realización de proyectos de cooperación para el desarrollo, incluídos los de Educación para el Desarrollo en España, correspondiente al año 2014.",,,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,
ESTADO,,20142014617601,,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,22/01/2015,NO,,,Impulso Vehículo Eléctrico (MOVELE 2014),,,INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),
ESTADO,,20142014661101,,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,21/01/2015,NO,,,AEESD-SW-Entretenimiento-2014,,,SECRETARÍA DE ESTADO DE DIGITALIZACIÓN E INTELIGENCIA ARTIFICIAL,
ESTADO,,20142014682301,,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",24/01/2015,NO,,,"Resolución de 22 de junio de 2014 (BOE de 30 de junio), de la Secretaría de Esatado de Asuntos Exteriores, por la que se convoca la concesión de subvenciones correspondientes al año 2014 para la realización de actividades dirigidas a la civulgación, promo",,,"DIRECCIÓN GENERAL DE NACIONES UNIDAS, ORGANISMOS INTERNACIONALES Y DERECHOS HUMANOS",
ESTADO,,20142014735601,,"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",16/01/2015,NO,,,"Resolución de 18 de junio de 2014, de la Dirección General de Migraciones, por la que se convocan subvenciones para la integración de personas inmigrantes.",,,DIRECCIÓN GENERAL DE MIGRACIONES,
ESTADO,,20142014735801,,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,27/01/2015,NO,,,"Resolución de 25 de junio de 2014, de la DGTAESYRSE por la que se aprueba la convocatoria para la concesión de subvenciones a las actividades de promoción del t.a., de la e. social y r.s.e. y para sufragar gastos de funcionamiento para el año 2014",,,DIRECCIÓN GENERAL DEL TRABAJO AUTÓNOMO,
ESTADO,,20142014740511,,"MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",28/01/2015,NO,,,"Orden AAA/1208/2014, de 8 de julio, por la que se establecen las bases reguladoras y se convocan becas de formación práctica en materia de análisis y prospectiva agroalimentaria, rural, forestal, pesquera y medioambiental para titulados universitarios.",,,"SUBSECRETARÍA DE AGRICULTURA, PESCA Y ALIMENTACIÓN",
ESTADO,,20142014745301,,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,22/01/2015,NO,,,AEESD-2-2014,,,SECRETARÍA DE ESTADO DE DIGITALIZACIÓN E INTELIGENCIA ARTIFICIAL,
ESTADO,,20142014745401,,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,22/01/2015,NO,,,AEESD-Grandes Proyectos-2014,,,SECRETARÍA DE ESTADO DE DIGITALIZACIÓN E INTELIGENCIA ARTIFICIAL,
ESTADO,,20142014785201,,MINISTERIO DE HACIENDA,17/01/2015,NO,,,Incentivos Regionales para la corrección de los desequilibrios económicos interterritoriales.,,,DIRECCIÓN GENERAL DE FONDOS EUROPEOS,
ESTADO,,20142014835611,,"MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",22/01/2015,NO,,,"Convocatoria de medidas de apoyo para facilitar el acceso a la financiación de las explotaciones agrarias afectadas por la sequía (Orden AAA/1446/2014, de 30 de julio)",,,"SUBSECRETARÍA DE AGRICULTURA, PESCA Y ALIMENTACIÓN",
ESTADO,,201420149024211,,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",16/01/2015,NO,,,"Resolución de 14 de agosto de 2014, de la Presidencia del CSD, por la que se convocan ayudas a las Federaciones Deportivas Españolas para el programa Mujer y Deporte en el año 2014.",,,CONSEJO SUPERIOR DE DEPORTES,
ESTADO,,201420141053501,,MINISTERIO DE HACIENDA,10/01/2015,NO,,,"BECAS PREPRACIÓN PRUEBAS SELECTIVAS, PROMOCIÓN INTERNA, CUERPOS ESPECIALES Y ESPECIALIDADES CONVOCADOS POR EL MINHAP Y LA AEAT",,,SUBSECRETARÍA DE HACIENDA,
ESTADO,,201420141068801,,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,10/01/2015,NO,,,"Planes de formación de ámbito territorial exclusivo de Ceuta y Melilla, dirigido prioritariamente a personas ocupadas.",,,SERVICIO PÚBLICO DE EMPLEO ESTATAL,
ESTADO,,201420141078101,,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",28/01/2015,NO,,,"Resolución de 9 de octubre de 2014, del Instituto Nacional de Estadística, por la que se convocan becas de postgrado en estadística.",,,INSTITUTO NACIONAL DE ESTADÍSTICA,
ESTADO,,201420141083901,,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",28/01/2015,NO,,,Subvención nominativa al CAR de Sant Cugat para colaborar en los gastos de inversión y de equipamiento en el ejercicio 2014.,,,CONSEJO SUPERIOR DE DEPORTES,
ESTADO,,201420141927501,,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,06/01/2015,NO,,,"Real Decreto 1971/2008, de 28 de noviembre, por el que se regula la concesión de forma directa de subvenciones a las organizaciones sindicales y asociaciones empresariales por su participación en los órganos consultivos",,,SUBSECRETARÍA DE TRABAJO Y ECONOMÍA SOCIAL,
ESTADO,,2014201420605911,,MINISTERIO DEL INTERIOR,28/01/2015,NO,,,Orden INT/1265/2014 de 7 de julio por la que se convocan subvenciones para las asociaciones profesionales de guardias civiles,,,D.G. DE LA GUARDIA CIVIL,
