Administración,Código BDNS,Departamento,Fecha de registro,Mecanismo de Recuperación y Resiliencia,Título cooficial,Título de la convocatoria,Órgano
OTROS,301394,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),18/02/2016,NO,,Resolución de 27 de enero de 2016 del Vicerrectorado de Internacionalización y Cooperación  por la que se convocan premios a los mejores planes de viabilidad empresarial que puedan cristalizar en futuros negocios. 2015-2016,
OTROS,301586,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),25/02/2016,NO,,"Resolución de 17 de febrer de 2016, de la vicerrectora de Estudios de Grado y Política Lingüísitca de la Univeristat de València, por la cual se convoca la XIX Muestra de Arte Público para Jóvenes Creadores Art Públic/Universitat Pública, dentro del Festi",
OTROS,301703,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),01/03/2016,NO,,"Resolución de 17 de febrer de 2016, de la vicerrectora de Estudios de Grado y Política Lingüística Univeristat de València, por la cual se convoca la XIX Muestra de Arte Público para Jóvenes Creadores Art Públic/Universitat Pública",
OTROS,302009,CONSEJO ECONÓMICO Y SOCIAL DE CASTILLA Y LEÓN,08/03/2016,NO,,"RESOLUCIÓN de 2 de marzo de 2016, del Presidente del Consejo Económico y Social de Castilla y León, por la que se convoca el PREMIO DE INVESTIGACIÓN del CES de Castilla y León y de las Universidades Públicas de Burgos León y Valladolid integrantes del Cam",
OTROS,302353,CONSORCI DE L'ESPAI NATURAL DE LES GUILLERIES-SAVASSONA,15/03/2016,NO,,"Convocatòria subvencions pel foment de les activitats i instal·lacions agràries i forestals a l'Espai Natural de les Guilleries Savassona, exercici 2016",
OTROS,302786,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),23/03/2016,NO,,"RESOLUCIÓN DE 17 DE FEBRERO DE 2016, POR LA QUE SE CONVOCAN LOS PREMIOS CÁTEDRA FUNDACIÓN BANCAJA JÓVENES EMPRENDEDORES - UNIVERSITAT DE VALENCIA A LOS MEJORES TRABAJOS DE FIN DE GRADO RELACIONADOS 'CON EL EMPRENDIMIENTO Y LA CREACIÓN DE EMPRESAS",
OTROS,303022,UNIVERSIDAD DE LA LAGUNA,31/03/2016,NO,,Convocatoria del Programa de Formación de Investigadores de la Universidad de La Laguna correspondiente al año 2016,
OTROS,303390,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),07/04/2016,NO,,"RESOLUCIÓN 3 marzo 2016, de vicerrectora Estudios de Grado y Política Lingüística de la Univ de València, por la cual se convocan las ayudas para la iniciación a la investig. para estudiantes que cursan estudios oficiales en centros propios Univ.",
OTROS,303630,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),12/04/2016,NO,,"Resolución 4 marzo de 2016, de la vicerrectora de Estudios de Grado y Política Lingüística de la Univ de València, por la cual se convoca la II edición Hablemos de Arte dentro de la programación de actividades culturales de Arte Público/Univ de València",
OTROS,303763,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),13/04/2016,NO,,"Resolució de 22 de febrer de 2016, de la vicerectora d’Estudis de Grau i Política Lingüística, per la qual convoca la concessió d’ajudes per a fer activitats que contribuïsquen a dinamitzar l'ús del valencià dins la Univ de València durant l’any 2016",
OTROS,303826,AGENCIA ESPAÑOLA DE PROTECCIÓN DE DATOS,14/04/2016,NO,,Becas de postgrado para la especialización en el impacto de las Tecnologías de la Información y las Comunicacione en el derecho a la protección de datos personales,
OTROS,304593,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),25/04/2016,NO,,"Convocatoria de becas del master  oficial en Economías Social (Cooperativas y Entidades no Lucrativas) de la UV, curso académico 15/16",
OTROS,304679,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),26/04/2016,NO,,"RESOLUCION 11 ABRIL 2016  BOLSAS DE VIAJE PARA ESTUDIANTES QUE CURSAN ESTUDIOS OFICIALES EN CENTROS PROPIOS DE ESTA UNIVERSIDAD, PARA EL AÑO 2016",
OTROS,305228,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),03/05/2016,NO,,BECAS IBEROAMERICA. ESTUDIANTES DE GRADO. SANTANDER UNIVERSIDADES A LA MOVILIDAD IBEROAMERICANA PARA ESTUDIANTES DE GRADO DE LA UNIVERSITAT DE VALÈNCIA EN UNIVERSIDADES IBEROAMERICANAS,
OTROS,305339,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),04/05/2016,NO,,Bolsas para actividades externas de formación y dinamización del Voluntariado Lingüístico de la Universitat de València durant l’any 2016,
OTROS,305368,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),04/05/2016,NO,,Premios Xavier Gómez i Font a la calidad lingüística de los trabajos de fin de grado y de master en valenciano e inglés.,
OTROS,305522,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),05/05/2016,NO,,Convocatoria de ayudas al estudio para los/las estudiantes que cursen estudios oficiales en centros propios de la UV curs 2015-16,
OTROS,305840,UNIVERSIDAD DE LA LAGUNA,10/05/2016,NO,,"RESOLUCIÓN de 25 de abril de 2016, por la que se hace pública la convocatoria de Becas Banco Santander-ULL para alumnos de la Universidad de La Laguna para realizar estudios de grado en Iberoamérica durante el curso 2016/2017",
OTROS,306035,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),12/05/2016,NO,,CONVOCATORIA DE DRAC VERANO 2016 PARA ESTUDIANTES DE LA UNIVERSIDAD DE VALENCIA EN EL MARCO DEL PROGRAMA DE MOVILIDAD DRAC DE LA RED VIVES DE UNIVERSIDADES,
OTROS,306050,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),12/05/2016,NO,,"AYUDAS A PROYECTOS DE COOPERACION, EDUCACION AL DESARROLLO, SENSIBILIZACIÓN Y SOLIDARIDAD PARA ASOCIACIONES Y COLECTIVOS DE ESTUDIANTES DE LA UNIVERSIDAD DE VALENCIA. AÑO 2016",
OTROS,306085,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),12/05/2016,NO,,"RESOLUCIÓN DE 25 DE ABRIL DE 2016, DE LA VICERRECTORA DE ESTUDIOS DE GRADO Y POLÍTICA LINGÜÍSTICA, PARA INCENTIVAR LA CALIDAD LINGÜÍSTICA EN LA ELABORACIÓN DE MATERIALES DOCENTES, TESIS DOCTORALES  Y ARTÍCULOS DE INVESTIGACIÓN CIENTÍFICA EN VALENCIANO",
OTROS,306259,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),16/05/2016,NO,,CONVOCATORIA DE AYUDAS PARA LA INSCRIPCION DE ESTUDIANTES EN LA EDICION 2016 DEL PROGRAMA TWO WEEKS,
OTROS,306433,UNIVERSIDAD DE LA LAGUNA,17/05/2016,NO,,Resolución de 16 de mayo de 2016 por la que se convoca una beca de formación en el Negociado de Programas Extraeuropeos del Vicerrectorado de Internacionalización de La Universidad de La Laguna.,
OTROS,306472,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),18/05/2016,NO,,Becas para estudiantes procedentes de los países prioritarios de cooperación y que tienen por objeto la formación en programas de másters oficiales de la Universitat de València,
OTROS,306603,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),19/05/2016,NO,,"Corrección de errores en la modificación de presentación de solicitudes de la convocatoria de ayudas a proyectos de cooperación, ...",
OTROS,306692,UNIVERSIDAD DE LA LAGUNA,19/05/2016,NO,,"RESOLUCIÓN de 5 de mayo de 2016, por la que se hace pública la convocatoria de Becas Banco Santander-ULL para jóvenes profesores e investigadores y alumnos de doctorado de la Universidad de La Laguna, para realizar estancias en un centro de investigación",
OTROS,307902,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),01/06/2016,NO,,"Programa de movilidad Erasmus Prácticas de la Universitat de València, curso 2016/17",
OTROS,307904,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),01/06/2016,NO,,Ayudas Drac Formación avanzada 2016 para estudiantes de la Universitat de València,
OTROS,307913,UNIVERSITAT DE VALÈNCIA (ESTUDI GENERAL),01/06/2016,NO,,Convocatoria de la XXI edición de los Premios del Consell Social de la Universitat de València.,
